scenario,seed,sensor,ablation,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward
high,999,sensor_510_multivar_labeled,without_drift,959,7629,649,379,0.8930948419301165,0.5963930348258707,0.7167414050822123,0.6510522742701969,0.0784005798502053,0.2832585949177877,0.9215994201497948,0.8191704126160035,0.5920226656162844,0.5896148421851124
high,999,sensor_510_multivar_labeled,without_flat,953,7790,488,385,0.9092138103161398,0.6613462873004857,0.7122571001494769,0.6858582223821519,0.0589514375453008,0.2877428998505231,0.9410485624546991,0.826652831302088,0.6334776824145376,0.6156201294573542
high,999,sensor_510_multivar_labeled,without_dropout,953,7724,554,385,0.9023502495840268,0.6323822163238222,0.7122571001494769,0.6699472759226713,0.0669243778690504,0.2877428998505231,0.9330756221309496,0.8226663611402132,0.6143759099514422,0.6033182988717134
high,999,sensor_511_multivar_labeled,full,197,2876,68,920,0.7567101699088894,0.7433962264150943,0.1763652641002685,0.2850940665701881,0.0230978260869565,0.8236347358997315,0.9769021739130436,0.576633719006656,0.277114562289688,0.2904015605402337
high,999,sensor_511_multivar_labeled,without_spike,604,2613,331,513,0.7921694163999015,0.6459893048128342,0.540734109221128,0.5886939571150097,0.1124320652173913,0.459265890778872,0.8875679347826086,0.7141510220018683,0.4543027274132559,0.5127877026682788
high,999,sensor_511_multivar_labeled,without_drift,199,2876,68,918,0.7572026594434869,0.7453183520599251,0.1781557743957027,0.2875722543352601,0.0230978260869565,0.8218442256042973,0.9769021739130436,0.5775289741543731,0.2793735128212585,0.292342216969871
high,999,sensor_511_multivar_labeled,without_flat,174,2892,52,943,0.7549864565377986,0.7699115044247787,0.1557743957027753,0.2591213700670141,0.0176630434782608,0.8442256042972247,0.9823369565217392,0.5690556761122572,0.2690221028320056,0.2770573565568796
high,999,sensor_511_multivar_labeled,without_dropout,410,2876,68,707,0.8091603053435115,0.8577405857740585,0.3670546105640107,0.5141065830721003,0.0230978260869565,0.6329453894359892,0.9769021739130436,0.6719783922385271,0.476608756584408,0.4678156508090615
low,123,sensor_501_multivar_labeled,full,34,878,789,44,0.5226361031518625,0.0413122721749696,0.4358974358974359,0.0754716981132075,0.4733053389322135,0.5641025641025641,0.5266946610677864,0.4812960484826111,-0.0154850669319813,0.1235978018531982
low,123,sensor_501_multivar_labeled,without_spike,0,1640,27,78,0.9398280802292264,0.0,0.0,0.0,0.0161967606478704,1.0,0.9838032393521297,0.4919016196760647,-0.0271175096741526,-0.001619676064787
low,123,sensor_501_multivar_labeled,without_drift,28,974,693,50,0.5742120343839542,0.0388349514563106,0.358974358974359,0.0700876095118898,0.4157168566286742,0.6410256410256411,0.5842831433713257,0.4716287511728423,-0.0238125518658113,0.1034852890282372
low,123,sensor_501_multivar_labeled,without_flat,34,878,789,44,0.5226361031518625,0.0413122721749696,0.4358974358974359,0.0754716981132075,0.4733053389322135,0.5641025641025641,0.5266946610677864,0.4812960484826111,-0.0154850669319813,0.1235978018531982
low,123,sensor_501_multivar_labeled,without_dropout,26,1189,478,52,0.6962750716332379,0.0515873015873015,0.3333333333333333,0.0893470790378006,0.286742651469706,0.6666666666666666,0.713257348530294,0.5232953409318136,0.0212428610685447,0.1192700156581349
low,123,sensor_502_multivar_labeled,full,12,1767,88,80,0.9137134052388288,0.12,0.1304347826086956,0.1249999999999999,0.0474393530997304,0.8695652173913043,0.9525606469002696,0.5414977147544826,0.0797786347044483,0.1086364994726356
low,123,sensor_502_multivar_labeled,without_spike,12,1741,114,80,0.9003595274781715,0.0952380952380952,0.1304347826086956,0.110091743119266,0.061455525606469,0.8695652173913043,0.938544474393531,0.5344896285011133,0.0594900230673028,0.0968118809113458
low,123,sensor_502_multivar_labeled,without_drift,14,1767,88,78,0.9147406266050334,0.1372549019607843,0.1521739130434782,0.1443298969072165,0.0474393530997304,0.8478260869565217,0.9525606469002696,0.552367279971874,0.099737301060224,0.1264449275054355
low,123,sensor_502_multivar_labeled,without_flat,4,1854,1,88,0.9542886492039034,0.8,0.0434782608695652,0.0824742268041237,0.0005390835579514,0.9565217391304348,0.9994609164420484,0.5214695886558068,0.1800155306663914,0.1701029719669301
low,123,sensor_502_multivar_labeled,without_dropout,3,1851,4,89,0.9522342064714946,0.4285714285714285,0.0326086956521739,0.0606060606060606,0.0021563342318059,0.967391304347826,0.997843665768194,0.515226180710184,0.1079535581368552,0.1011254168309131
low,123,sensor_505_multivar_labeled,full,3,1914,21,43,0.967693084300858,0.125,0.0652173913043478,0.0857142857142857,0.0108527131782945,0.9347826086956522,0.9891472868217054,0.5271823390630266,0.0748402428203505,0.0758013746449034
low,123,sensor_505_multivar_labeled,without_spike,16,1716,219,30,0.8743059061080263,0.0680851063829787,0.3478260869565217,0.1138790035587188,0.1131782945736434,0.6521739130434783,0.8868217054263566,0.6173238961914391,0.1092898480962631,0.1544883141884624
low,123,sensor_505_multivar_labeled,without_drift,2,1914,21,44,0.9671882887430592,0.0869565217391304,0.0434782608695652,0.0579710144927536,0.0108527131782945,0.9565217391304348,0.9891472868217054,0.5163127738456353,0.0458676985686253,0.0510886417256488
low,123,sensor_505_multivar_labeled,without_flat,2,1933,2,44,0.9767794043412418,0.5,0.0434782608695652,0.08,0.0010335917312661,0.9565217391304348,0.9989664082687338,0.5212223345691496,0.1423997486562437,0.1239401190877429
low,123,sensor_505_multivar_labeled,without_dropout,2,1935,0,44,0.97778899545684,1.0,0.0434782608695652,0.0833333333333333,0.0,0.9565217391304348,1.0,0.5217391304347826,0.2061833870044062,0.2005434782608695
low,123,sensor_506_multivar_labeled,full,50,5532,127,20,0.9743410717402688,0.2824858757062147,0.7142857142857143,0.4048582995951417,0.0224421275843788,0.2857142857142857,0.9775578724156212,0.8459217933506678,0.4392536960578572,0.4366006177010223
low,123,sensor_506_multivar_labeled,without_spike,40,5539,120,30,0.9738174201431314,0.25,0.5714285714285714,0.3478260869565217,0.0212051599222477,0.4285714285714285,0.9787948400777524,0.7751117057531618,0.3668675774927825,0.3633297945667814
low,123,sensor_506_multivar_labeled,without_drift,46,5538,121,24,0.974690172805027,0.2754491017964072,0.6571428571428571,0.3881856540084388,0.0213818695882664,0.3428571428571428,0.9786181304117336,0.8178804937772953,0.4151824752406371,0.4110055797572889
low,123,sensor_506_multivar_labeled,without_flat,48,5580,79,22,0.9823703962297085,0.3779527559055118,0.6857142857142857,0.4873096446700507,0.0139600636154797,0.3142857142857143,0.9860399363845204,0.835877111049403,0.501251700511088,0.4803005328400873
low,123,sensor_506_multivar_labeled,without_dropout,42,5585,74,28,0.9821958456973294,0.3620689655172414,0.6,0.4516129032258064,0.0130765152853861,0.4,0.986923484714614,0.7934617423573069,0.4577979447872604,0.4362284997506604
low,123,sensor_507_multivar_labeled,full,7,1930,43,17,0.969954932398598,0.14,0.2916666666666667,0.1891891891891892,0.0217942219969589,0.7083333333333334,0.9782057780030412,0.6349362223348539,0.1882173821744035,0.1914557129354392
low,123,sensor_507_multivar_labeled,without_spike,5,1921,52,19,0.9644466700050076,0.087719298245614,0.2083333333333333,0.1234567901234568,0.0263558033451596,0.7916666666666666,0.9736441966548404,0.5909887649940868,0.1190826900408064,0.1285778699578817
low,123,sensor_507_multivar_labeled,without_drift,7,1930,43,17,0.969954932398598,0.14,0.2916666666666667,0.1891891891891892,0.0217942219969589,0.7083333333333334,0.9782057780030412,0.6349362223348539,0.1882173821744035,0.1914557129354392
low,123,sensor_507_multivar_labeled,without_flat,4,1972,1,20,0.9894842263395092,0.8,0.1666666666666666,0.2758620689655172,0.0005068423720223,0.8333333333333334,0.9994931576279776,0.5830799121473222,0.3622976512585418,0.2940872467972805
low,123,sensor_507_multivar_labeled,without_dropout,4,1972,1,20,0.9894842263395092,0.8,0.1666666666666666,0.2758620689655172,0.0005068423720223,0.8333333333333334,0.9994931576279776,0.5830799121473222,0.3622976512585418,0.2940872467972805
low,123,sensor_508_multivar_labeled,full,1,1875,9,56,0.9665121071612572,0.1,0.0175438596491228,0.0298507462686567,0.0047770700636942,0.9824561403508772,0.9952229299363056,0.5063833947927142,0.0301070664308926,0.0332182867092629
low,123,sensor_508_multivar_labeled,without_spike,5,1735,149,52,0.8964451313755796,0.0324675324675324,0.087719298245614,0.0473933649289099,0.0790870488322717,0.912280701754386,0.9209129511677282,0.5043161247066711,0.0053923642454936,0.0446042286785963
low,123,sensor_508_multivar_labeled,without_drift,1,1875,9,56,0.9665121071612572,0.1,0.0175438596491228,0.0298507462686567,0.0047770700636942,0.9824561403508772,0.9952229299363056,0.5063833947927142,0.0301070664308926,0.0332182867092629
low,123,sensor_508_multivar_labeled,without_flat,1,1883,1,56,0.9706336939721792,0.5,0.0175438596491228,0.0338983050847457,0.0005307855626326,0.9824561403508772,0.9994692144373672,0.508506537043245,0.0895275640406775,0.0954643166266091
low,123,sensor_508_multivar_labeled,without_dropout,1,1883,1,56,0.9706336939721792,0.5,0.0175438596491228,0.0338983050847457,0.0005307855626326,0.9824561403508772,0.9994692144373672,0.508506537043245,0.0895275640406775,0.0954643166266091
low,123,sensor_509_multivar_labeled,full,305,10595,1139,806,0.8485792137018295,0.2112188365650969,0.2745274527452745,0.2387475538160469,0.097068348389296,0.7254725472547254,0.902931651610704,0.5887295521779893,0.1579149645815072,0.2117706256866384
low,123,sensor_509_multivar_labeled,without_spike,301,10591,1143,810,0.8479564032697547,0.2084487534626039,0.2709270927092709,0.2356164383561643,0.0974092381114709,0.729072907290729,0.902590761888529,0.5867589272989,0.1544077772876891,0.2088319142812987
low,123,sensor_509_multivar_labeled,without_drift,301,10679,1055,810,0.8548073180225769,0.221976401179941,0.2709270927092709,0.2440210782326712,0.0899096642236236,0.729072907290729,0.9100903357763764,0.5905087142428236,0.1655882448940106,0.2153931067721121
low,123,sensor_509_multivar_labeled,without_flat,290,11081,653,821,0.8852471778902297,0.3075291622481442,0.261026102610261,0.2823758519961052,0.0556502471450485,0.738973897389739,0.9443497528549514,0.6026879277326063,0.2213419019910133,0.2459413138040424
low,123,sensor_509_multivar_labeled,without_dropout,350,10882,852,761,0.8744258466329311,0.2911813643926789,0.315031503150315,0.3026372676178124,0.0726095108232486,0.684968496849685,0.9273904891767514,0.6212109961635333,0.2339738950451145,0.267112474949687
low,123,sensor_510_multivar_labeled,full,178,8499,438,501,0.9023502495840268,0.288961038961039,0.2621502209131075,0.2749034749034749,0.049009734810339,0.7378497790868925,0.950990265189661,0.6065702430513843,0.2229898560828782,0.2407948123436178
low,123,sensor_510_multivar_labeled,without_spike,210,7882,1055,469,0.841514143094842,0.1660079051383399,0.3092783505154639,0.2160493827160494,0.1180485621573234,0.6907216494845361,0.8819514378426765,0.5956148941790702,0.1449345097718453,0.20310205693188
low,123,sensor_510_multivar_labeled,without_drift,206,8392,545,473,0.894134775374376,0.2743009320905459,0.3033873343151693,0.2881118881118881,0.060982432583641,0.6966126656848306,0.939017567416359,0.6212024508657642,0.231426360328473,0.2557134465001182
low,123,sensor_510_multivar_labeled,without_flat,199,8551,386,480,0.9099417637271214,0.3401709401709402,0.2930780559646539,0.314873417721519,0.0431912274812576,0.7069219440353461,0.9568087725187424,0.6249434142416981,0.2678109172968567,0.276322973041595
low,123,sensor_510_multivar_labeled,without_dropout,48,8891,46,631,0.9295965058236272,0.5106382978723404,0.0706921944035346,0.1241914618369987,0.0051471410988027,0.9293078055964654,0.9948528589011972,0.532772526652366,0.170664295268073,0.1531748467186805
low,123,sensor_511_multivar_labeled,full,63,3680,260,58,0.921694163999015,0.1950464396284829,0.5206611570247934,0.2837837837837837,0.065989847715736,0.4793388429752066,0.934010152284264,0.7273356546545287,0.2857047340487995,0.3065590309828396
low,123,sensor_511_multivar_labeled,without_spike,49,3707,233,72,0.924895345973898,0.1737588652482269,0.4049586776859504,0.2431761786600496,0.0591370558375634,0.5950413223140496,0.9408629441624364,0.6729108109241935,0.2313022935571234,0.2510670079062851
low,123,sensor_511_multivar_labeled,without_drift,63,3701,239,58,0.9268653041122876,0.2086092715231788,0.5206611570247934,0.2978723404255319,0.0606598984771573,0.4793388429752066,0.9393401015228426,0.730000629273818,0.2980987683258813,0.3154663011796884
low,123,sensor_511_multivar_labeled,without_flat,53,3848,92,68,0.9606008372322088,0.3655172413793103,0.4380165289256198,0.3984962406015038,0.0233502538071065,0.5619834710743802,0.9766497461928934,0.7073331375592566,0.3799567541179842,0.3632208277745485
low,123,sensor_511_multivar_labeled,without_dropout,63,3680,260,58,0.921694163999015,0.1950464396284829,0.5206611570247934,0.2837837837837837,0.065989847715736,0.4793388429752066,0.934010152284264,0.7273356546545287,0.2857047340487995,0.3065590309828396
low,321,sensor_501_multivar_labeled,full,3,1583,26,133,0.9088825214899714,0.1034482758620689,0.0220588235294117,0.0363636363636363,0.0161591050341827,0.9779411764705882,0.9838408949658172,0.5029498592476145,0.0123714648436974,0.0368826142983519
low,321,sensor_501_multivar_labeled,without_spike,2,1583,26,134,0.9083094555873924,0.0714285714285714,0.0147058823529411,0.024390243902439,0.0161591050341827,0.9852941176470588,0.9838408949658172,0.4992733886593792,-0.0031003839537245,0.0244857496728473
low,321,sensor_501_multivar_labeled,without_drift,2,1583,26,134,0.9083094555873924,0.0714285714285714,0.0147058823529411,0.024390243902439,0.0161591050341827,0.9852941176470588,0.9838408949658172,0.4992733886593792,-0.0031003839537245,0.0244857496728473
low,321,sensor_501_multivar_labeled,without_flat,1,1607,2,135,0.9214899713467049,0.3333333333333333,0.0073529411764705,0.014388489208633,0.0012430080795525,0.9926470588235294,0.9987569919204476,0.503054966548459,0.0395365917568726,0.0585564016888708
low,321,sensor_501_multivar_labeled,without_dropout,1,1609,0,135,0.9226361031518624,1.0,0.0073529411764705,0.0145985401459854,0.0,0.9926470588235294,1.0,0.5036764705882353,0.0823636012875434,0.1587752254186346
low,321,sensor_502_multivar_labeled,full,3,1675,178,91,0.861838726245506,0.0165745856353591,0.0319148936170212,0.0218181818181818,0.0960604425256341,0.9680851063829788,0.903939557474366,0.4679272255456936,-0.0473514764625381,0.0122727934960286
low,321,sensor_502_multivar_labeled,without_spike,4,1599,254,90,0.8233179250128403,0.0155038759689922,0.0425531914893617,0.0227272727272727,0.1370750134916351,0.9574468085106383,0.8629249865083648,0.4527390889988632,-0.059759787319858,0.0116113102202665
low,321,sensor_502_multivar_labeled,without_drift,3,1673,180,91,0.8608115048793015,0.0163934426229508,0.0319148936170212,0.0216606498194945,0.0971397733405288,0.9680851063829788,0.9028602266594712,0.4673875601382461,-0.0479115353329014,0.0120667995632686
low,321,sensor_502_multivar_labeled,without_flat,3,1703,150,91,0.8762198253723678,0.0196078431372549,0.0319148936170212,0.0242914979757085,0.0809498111171073,0.9680851063829788,0.9190501888828926,0.4754825412499569,-0.0390616109924755,0.0153518375330527
low,321,sensor_502_multivar_labeled,without_dropout,3,1658,195,91,0.8531073446327684,0.0151515151515151,0.0319148936170212,0.0205479452054794,0.1052347544522396,0.9680851063829788,0.8947652455477604,0.4633400695823908,-0.0519990930115714,0.0105702952550754
low,321,sensor_505_multivar_labeled,full,4,1926,20,31,0.9742554265522464,0.1666666666666666,0.1142857142857142,0.135593220338983,0.0102774922918807,0.8857142857142857,0.9897225077081192,0.5520041109969167,0.1252483688711279,0.1192749142090685
low,321,sensor_505_multivar_labeled,without_spike,13,1592,354,22,0.8101968702675416,0.0354223433242506,0.3714285714285714,0.0646766169154228,0.1819116135662898,0.6285714285714286,0.8180883864337102,0.5947584789311409,0.0642641428412015,0.1276552391825203
low,321,sensor_505_multivar_labeled,without_drift,4,1926,20,31,0.9742554265522464,0.1666666666666666,0.1142857142857142,0.135593220338983,0.0102774922918807,0.8857142857142857,0.9897225077081192,0.5520041109969167,0.1252483688711279,0.1192749142090685
low,321,sensor_505_multivar_labeled,without_flat,1,1946,0,34,0.9828369510348308,1.0,0.0285714285714285,0.0555555555555555,0.0,0.9714285714285714,1.0,0.5142857142857142,0.1675732916690726,0.1835714285714285
low,321,sensor_505_multivar_labeled,without_dropout,1,1945,1,34,0.9823321554770318,0.5,0.0285714285714285,0.054054054054054,0.000513874614594,0.9714285714285714,0.999486125385406,0.5140287769784172,0.116390451253004,0.1078443654342934
low,321,sensor_506_multivar_labeled,full,95,5411,170,53,0.9610752312794554,0.3584905660377358,0.6418918918918919,0.4600484261501211,0.0304604909514423,0.3581081081081081,0.9695395090485576,0.8057157004702247,0.4618025486598143,0.4503168951456382
low,321,sensor_506_multivar_labeled,without_spike,85,5412,169,63,0.9595042764880432,0.3346456692913386,0.5743243243243243,0.4228855721393035,0.0302813115929044,0.4256756756756756,0.9697186884070956,0.7720215063657099,0.419286795821626,0.4097645239943942
low,321,sensor_506_multivar_labeled,without_drift,95,5396,185,53,0.9584569732937686,0.3392857142857143,0.6418918918918919,0.4439252336448598,0.0331481813295108,0.3581081081081081,0.9668518186704892,0.8043718552811905,0.4479029641247711,0.4399119617176605
low,321,sensor_506_multivar_labeled,without_flat,46,5503,78,102,0.9685809041717576,0.3709677419354839,0.3108108108108108,0.338235294117647,0.0139759899659559,0.6891891891891891,0.986024010034044,0.6484174104224274,0.3235959394453661,0.2996966878899114
low,321,sensor_506_multivar_labeled,without_dropout,96,5415,166,52,0.9619479839413512,0.366412213740458,0.6486486486486487,0.4682926829268293,0.0297437735172908,0.3513513513513513,0.9702562264827091,0.8094524375656789,0.4699867236505411,0.4573137566210074
low,321,sensor_507_multivar_labeled,full,5,1926,44,22,0.9669504256384576,0.1020408163265306,0.1851851851851851,0.131578947368421,0.0223350253807106,0.8148148148148148,0.9776649746192894,0.5814250799022372,0.1215655916069913,0.1278387017822535
low,321,sensor_507_multivar_labeled,without_spike,14,1808,162,13,0.912368552829244,0.0795454545454545,0.5185185185185185,0.1379310344827586,0.082233502538071,0.4814814814814814,0.917766497461929,0.7181425079902237,0.1777354204684984,0.2213329890008079
low,321,sensor_507_multivar_labeled,without_drift,5,1928,42,22,0.9679519278918376,0.1063829787234042,0.1851851851851851,0.1351351351351351,0.0213197969543147,0.8148148148148148,0.9786802030456851,0.5819326941154352,0.1248348925432835,0.1301918334794455
low,321,sensor_507_multivar_labeled,without_flat,5,1967,3,22,0.9874812218327492,0.625,0.1851851851851851,0.2857142857142857,0.0015228426395939,0.8148148148148148,0.998477157360406,0.5918311712727956,0.3357938434510683,0.2777246998630247
low,321,sensor_507_multivar_labeled,without_dropout,5,1969,1,22,0.9884827240861292,0.8333333333333334,0.1851851851851851,0.303030303030303,0.0005076142131979,0.8148148148148148,0.999492385786802,0.5923387854859936,0.3896887728260239,0.3168684304978721
low,321,sensor_508_multivar_labeled,full,23,1863,4,51,0.97166409067491,0.8518518518518519,0.3108108108108108,0.4554455445544554,0.0021424745581146,0.6891891891891891,0.9978575254418852,0.654334168126348,0.5046929650395507,0.4257572686147145
low,321,sensor_508_multivar_labeled,without_spike,20,1846,21,54,0.9613601236476044,0.4878048780487805,0.2702702702702703,0.3478260869565217,0.0112479914301017,0.7297297297297297,0.9887520085698982,0.6295111394200843,0.344950207018169,0.3096487527758227
low,321,sensor_508_multivar_labeled,without_drift,23,1863,4,51,0.97166409067491,0.8518518518518519,0.3108108108108108,0.4554455445544554,0.0021424745581146,0.6891891891891891,0.9978575254418852,0.654334168126348,0.5046929650395507,0.4257572686147145
low,321,sensor_508_multivar_labeled,without_flat,3,1865,2,71,0.9623905203503348,0.6,0.0405405405405405,0.0759493670886076,0.0010712372790573,0.9594594594594594,0.9989287627209428,0.5197346516307416,0.1491110403138483,0.1362322536241298
low,321,sensor_508_multivar_labeled,without_dropout,3,1865,2,71,0.9623905203503348,0.6,0.0405405405405405,0.0759493670886076,0.0010712372790573,0.9594594594594594,0.9989287627209428,0.5197346516307416,0.1491110403138483,0.1362322536241298
low,321,sensor_509_multivar_labeled,full,141,11878,801,25,0.9356948228882834,0.1496815286624203,0.8493975903614458,0.2545126353790614,0.0631753292846439,0.1506024096385542,0.936824670715356,0.893111130538401,0.340634171456843,0.38548465939991
low,321,sensor_509_multivar_labeled,without_spike,117,11874,805,49,0.9335149863760218,0.1268980477223427,0.7048192771084337,0.2150735294117647,0.0634908115782001,0.2951807228915662,0.9365091884218,0.8206642327651168,0.2806201348924377,0.3209144973683556
low,321,sensor_509_multivar_labeled,without_drift,141,11882,797,25,0.9360062281043208,0.150319829424307,0.8493975903614458,0.2554347826086957,0.0628598469910876,0.1506024096385542,0.9371401530089124,0.8932688716851791,0.3414393073810735,0.386026918996884
low,321,sensor_509_multivar_labeled,without_flat,144,12177,502,22,0.9592059166991048,0.2229102167182662,0.8674698795180723,0.354679802955665,0.0395930278413124,0.1325301204819277,0.9604069721586876,0.91393842583838,0.4278424866252383,0.4493241049090796
low,321,sensor_509_multivar_labeled,without_dropout,133,12039,640,33,0.9476060724017128,0.1720569210866752,0.8012048192771084,0.2832800851970181,0.0504771669690038,0.1987951807228915,0.9495228330309962,0.8753638261540523,0.3565328884049988,0.3885983055878915
low,321,sensor_510_multivar_labeled,full,293,8078,814,431,0.8705282861896838,0.2646793134598013,0.4046961325966851,0.3200436919716002,0.0915429599640126,0.5953038674033149,0.9084570400359874,0.6565765863163362,0.2588884968029264,0.2959761021887945
low,321,sensor_510_multivar_labeled,without_spike,303,7988,904,421,0.8622088186356073,0.2510356255178128,0.4185082872928177,0.3138270326255826,0.1016644174538911,0.5814917127071824,0.8983355825461089,0.6584219349194633,0.2523413997717336,0.2942635529516403
low,321,sensor_510_multivar_labeled,without_drift,295,8090,802,429,0.8719841930116472,0.2689152233363719,0.4074585635359116,0.3239978034047227,0.0901934322986954,0.5925414364640884,0.9098065677013044,0.6586325656186081,0.2633259933442333,0.2993545208634849
low,321,sensor_510_multivar_labeled,without_flat,310,7816,1076,414,0.8450499168053245,0.2236652236652236,0.4281767955801105,0.2938388625592417,0.1210076473234368,0.5718232044198895,0.8789923526765632,0.6535845741283368,0.2307624126116332,0.2821295456431318
low,321,sensor_510_multivar_labeled,without_dropout,267,8388,504,457,0.9000623960066556,0.3463035019455253,0.3687845303867403,0.357190635451505,0.0566801619433198,0.6312154696132597,0.9433198380566802,0.6560521842217102,0.3032443723223242,0.3176486541666961
low,321,sensor_511_multivar_labeled,full,62,3654,101,244,0.9150455552819504,0.3803680981595092,0.2026143790849673,0.2643923240938166,0.0268974700399467,0.7973856209150327,0.9731025299600532,0.5878584545225103,0.2363004341235574,0.2341263272876393
low,321,sensor_511_multivar_labeled,without_spike,87,3313,442,219,0.8372322088155627,0.164461247637051,0.284313725490196,0.2083832335329341,0.1177097203728362,0.7156862745098039,0.8822902796271638,0.5833020025586799,0.130651060109072,0.1919647878451532
low,321,sensor_511_multivar_labeled,without_drift,61,3652,103,245,0.9143068209800542,0.3719512195121951,0.1993464052287581,0.2595744680851063,0.0274300932090545,0.8006535947712419,0.9725699067909456,0.5859581560098518,0.2305131168461263,0.2296621058128491
low,321,sensor_511_multivar_labeled,without_flat,54,3684,71,252,0.9204629401625216,0.432,0.1764705882352941,0.2505800464037123,0.0189081225033288,0.8235294117647058,0.9810918774966711,0.5787812328659826,0.2407885886050128,0.2286113851019259
low,321,sensor_511_multivar_labeled,without_dropout,8,3750,5,298,0.9253878355084956,0.6153846153846154,0.0261437908496732,0.0501567398119122,0.0013315579227696,0.9738562091503268,0.9986684420772304,0.5124061164634518,0.1159416843523283,0.1225882066856778
low,42,sensor_501_multivar_labeled,full,11,1589,21,124,0.9169054441260746,0.34375,0.0814814814814814,0.1317365269461078,0.0130434782608695,0.9185185185185184,0.9869565217391304,0.5342190016103059,0.1362772877596451,0.133984033744106
low,42,sensor_501_multivar_labeled,without_spike,17,1536,74,118,0.8899713467048711,0.1868131868131868,0.1259259259259259,0.1504424778761062,0.0459627329192546,0.8740740740740741,0.9540372670807452,0.5399815965033357,0.0960907318485984,0.1289025975520781
low,42,sensor_501_multivar_labeled,without_drift,11,1589,21,124,0.9169054441260746,0.34375,0.0814814814814814,0.1317365269461078,0.0130434782608695,0.9185185185185184,0.9869565217391304,0.5342190016103059,0.1362772877596451,0.133984033744106
low,42,sensor_501_multivar_labeled,without_flat,1,1607,3,134,0.9214899713467049,0.25,0.0074074074074074,0.014388489208633,0.001863354037267,0.9925925925925926,0.9981366459627328,0.5027720266850702,0.030972612809689,0.0460107069623804
low,42,sensor_501_multivar_labeled,without_dropout,1,1606,4,134,0.920916905444126,0.2,0.0074074074074074,0.0142857142857142,0.0024844720496894,0.9925925925925926,0.9975155279503104,0.5024614676788589,0.0246061875050855,0.0384023464458247
low,42,sensor_502_multivar_labeled,full,6,1764,126,51,0.9090909090909092,0.0454545454545454,0.1052631578947368,0.0634920634920634,0.0666666666666666,0.8947368421052632,0.9333333333333332,0.5192982456140351,0.0258815853326287,0.0603018910913647
low,42,sensor_502_multivar_labeled,without_spike,0,1764,126,57,0.9060092449922958,0.0,0.0,0.0,0.0666666666666666,1.0,0.9333333333333332,0.4666666666666667,-0.0456811286359492,-0.0066666666666666
low,42,sensor_502_multivar_labeled,without_drift,9,1703,187,48,0.879301489470981,0.0459183673469387,0.1578947368421052,0.0711462450592885,0.0989417989417989,0.8421052631578947,0.9010582010582012,0.5294764689501532,0.0330295513129615,0.0763778065371723
low,42,sensor_502_multivar_labeled,without_flat,6,1890,0,51,0.9738058551617874,1.0,0.1052631578947368,0.1904761904761905,0.0,0.8947368421052632,1.0,0.5526315789473684,0.3201520829527529,0.2672932330827068
low,42,sensor_502_multivar_labeled,without_dropout,6,1890,0,51,0.9738058551617874,1.0,0.1052631578947368,0.1904761904761905,0.0,0.8947368421052632,1.0,0.5526315789473684,0.3201520829527529,0.2672932330827068
low,42,sensor_505_multivar_labeled,full,3,1858,16,104,0.939424533064109,0.1578947368421052,0.02803738317757,0.0476190476190476,0.0085378868729989,0.97196261682243,0.991462113127001,0.5097497481522856,0.0452244999229938,0.0526702082208583
low,42,sensor_505_multivar_labeled,without_spike,3,1858,16,104,0.939424533064109,0.1578947368421052,0.02803738317757,0.0476190476190476,0.0085378868729989,0.97196261682243,0.991462113127001,0.5097497481522856,0.0452244999229938,0.0526702082208583
low,42,sensor_505_multivar_labeled,without_drift,3,1858,16,104,0.939424533064109,0.1578947368421052,0.02803738317757,0.0476190476190476,0.0085378868729989,0.97196261682243,0.991462113127001,0.5097497481522856,0.0452244999229938,0.0526702082208583
low,42,sensor_505_multivar_labeled,without_flat,0,1874,0,107,0.9459868753154972,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0
low,42,sensor_505_multivar_labeled,without_dropout,0,1874,0,107,0.9459868753154972,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0
low,42,sensor_506_multivar_labeled,full,108,5416,166,39,0.9642171408622796,0.3941605839416058,0.7346938775510204,0.513064133016627,0.0297384450017914,0.2653061224489796,0.9702615549982084,0.8524777162746144,0.5223271327478878,0.50743726621385
low,42,sensor_506_multivar_labeled,without_spike,113,5257,325,34,0.9373363588758946,0.2579908675799087,0.7687074829931972,0.3863247863247863,0.0582228591902543,0.2312925170068027,0.9417771408097456,0.8552423119014714,0.4227682175128232,0.4373347429620739
low,42,sensor_506_multivar_labeled,without_drift,108,5415,167,39,0.9640425903299004,0.3927272727272727,0.7346938775510204,0.5118483412322274,0.0299175922608384,0.2653061224489796,0.9700824077391615,0.852388142645091,0.5212918702604196,0.5066572485028156
low,42,sensor_506_multivar_labeled,without_flat,131,5205,377,16,0.9314016407750044,0.2578740157480315,0.891156462585034,0.4,0.067538516660695,0.1088435374149659,0.9324614833393048,0.9118089729621696,0.4581109595223627,0.4792741894716454
low,42,sensor_506_multivar_labeled,without_dropout,102,5465,117,45,0.971722813754582,0.4657534246575342,0.6938775510204082,0.5573770491803278,0.0209602293084915,0.3061224489795918,0.9790397706915084,0.8364586608559583,0.5549034619587394,0.5267499282050508
