scenario,seed,sensor,method,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward,roc_auc,pr_auc,n_events,event_detection_rate,event_precision,mean_detection_delay,median_detection_delay,early_detection_rate
medium,321,sensor_510_multivar_labeled,majority,328,8571,221,496,0.925436772046589,0.5974499089253188,0.3980582524271844,0.4777858703568827,0.0251364877161055,0.6019417475728155,0.9748635122838945,0.6864608823555395,0.4498908869775872,0.4215249549559399,0.6864608823555395,0.2894005654948674,60,0.1333333333333333,0.3809523809523809,3.5,0.0,0.1333333333333333
medium,321,sensor_510_multivar_labeled,v73_confidence_hybrid_reference,372,8374,418,452,0.9095257903494176,0.4708860759493671,0.4514563106796116,0.4609665427509293,0.0475432211101,0.5485436893203883,0.9524567788899,0.7019565447847558,0.411718010855122,0.4087504267231968,0.68232698028658,0.3198222372995483,60,0.8166666666666667,0.4579439252336448,0.5102040816326531,0.0,0.8166666666666667
medium,321,sensor_510_multivar_labeled,v75_selective_coordinator,372,8384,408,452,0.9105657237936772,0.4769230769230769,0.4514563106796116,0.4638403990024937,0.0464058234758871,0.5485436893203883,0.9535941765241128,0.7025252436018623,0.4152804146427969,0.4110629519458785,0.6795168213380214,0.3188681656740536,60,0.8166666666666667,0.4537037037037037,0.5102040816326531,0.0,0.8166666666666667
medium,321,sensor_510_multivar_labeled,v75_selective_hybrid,372,8374,418,452,0.9095257903494176,0.4708860759493671,0.4514563106796116,0.4609665427509293,0.0475432211101,0.5485436893203883,0.9524567788899,0.7019565447847558,0.411718010855122,0.4087504267231968,0.6818581488467009,0.3128064797605419,60,0.8166666666666667,0.4579439252336448,0.5102040816326531,0.0,0.8166666666666667
medium,321,sensor_511_multivar_labeled,single_agent_rl_refactored,82,3539,205,235,0.8916523023885743,0.2857142857142857,0.2586750788643533,0.271523178807947,0.0547542735042735,0.7413249211356467,0.9452457264957264,0.6019604026800399,0.2134603378775364,0.2371696696295976,0.6019604026800399,0.1317746857050085,21,0.1904761904761904,0.1351351351351351,30.75,5.0,0.1428571428571428
medium,321,sensor_511_multivar_labeled,or_all,123,3214,530,194,0.8217187884757449,0.1883614088820827,0.3880126182965299,0.2536082474226804,0.141559829059829,0.61198738170347,0.8584401709401709,0.6232263946183504,0.1799802725373769,0.2446257252554947,0.6232263946183505,0.1208580883023069,21,0.8571428571428571,0.1911764705882352,0.0,0.0,0.8571428571428571
medium,321,sensor_511_multivar_labeled,majority,53,3688,56,264,0.9212016744644176,0.4862385321100917,0.167192429022082,0.2488262910798122,0.0149572649572649,0.832807570977918,0.9850427350427352,0.5761175820324086,0.2526916049579155,0.2335696130133273,0.5761175820324086,0.1463040198344733,21,0.4285714285714285,0.6923076923076923,2.111111111111111,0.0,0.3809523809523809
medium,321,sensor_511_multivar_labeled,v73_confidence_hybrid_reference,55,3682,62,262,0.9202166953952228,0.4700854700854701,0.1735015772870662,0.2534562211981567,0.016559829059829,0.8264984227129337,0.9834401709401708,0.5784708741136185,0.2516950376413852,0.234962610332128,0.6404687036587667,0.2045065384488791,21,0.5238095238095238,0.6875,12.636363636363637,0.0,0.4285714285714285
medium,321,sensor_511_multivar_labeled,v75_selective_coordinator,48,3689,55,269,0.9202166953952228,0.4660194174757281,0.1514195583596214,0.2285714285714286,0.0146901709401709,0.8485804416403786,0.9853098290598292,0.5683646937097253,0.2332936467686077,0.2167169058923714,0.6408074159454286,0.1993772670078419,21,0.1904761904761904,0.4,34.75,9.5,0.0952380952380952
medium,321,sensor_511_multivar_labeled,v75_selective_hybrid,48,3682,62,269,0.918492982024132,0.4363636363636363,0.1514195583596214,0.2248243559718969,0.016559829059829,0.8485804416403786,0.9834401709401708,0.5674298646498962,0.2228588973031831,0.2103953902438026,0.640697460837445,0.1935791858583881,21,0.1904761904761904,0.4444444444444444,34.75,9.5,0.0952380952380952
medium,42,sensor_501_multivar_labeled,single_agent_rl_refactored,21,1661,38,25,0.9638968481375358,0.3559322033898305,0.4565217391304347,0.3999999999999999,0.022366097704532,0.5434782608695652,0.977633902295468,0.7170778207129513,0.3848276448955219,0.3681097424771518,0.7170778207129513,0.1768174360685229,13,0.1538461538461538,0.3333333333333333,3.0,3.0,0.1538461538461538
medium,42,sensor_501_multivar_labeled,or_all,34,1493,206,12,0.8750716332378223,0.1416666666666666,0.7391304347826086,0.2377622377622377,0.1212477928193054,0.2608695652173913,0.8787522071806946,0.8089413209816516,0.287413874530175,0.337857358145859,0.8089413209816517,0.1115869357584817,13,0.8461538461538461,0.1756756756756756,0.3636363636363636,0.0,0.8461538461538461
medium,42,sensor_501_multivar_labeled,majority,21,1684,15,25,0.9770773638968482,0.5833333333333334,0.4565217391304347,0.5121951219512195,0.0088287227781047,0.5434782608695652,0.9911712772218952,0.723846508176165,0.5045841953015369,0.4540614543393687,0.723846508176165,0.2806309953905569,13,0.5384615384615384,0.7777777777777778,1.1428571428571428,0.0,0.4615384615384615
medium,42,sensor_501_multivar_labeled,v73_confidence_hybrid_reference,25,1652,47,21,0.961031518624642,0.3472222222222222,0.5434782608695652,0.423728813559322,0.0276633313713949,0.4565217391304347,0.972336668628605,0.7579074647490851,0.4154849476079094,0.4030384445587583,0.6237236737722958,0.2493385216934097,13,0.8461538461538461,0.55,0.7272727272727273,0.0,0.7692307692307693
medium,42,sensor_501_multivar_labeled,v75_selective_coordinator,9,1677,22,37,0.966189111747851,0.2903225806451613,0.1956521739130435,0.2337662337662337,0.0129487934078869,0.8043478260869565,0.987051206592113,0.5913516902525783,0.2215827421620784,0.2061439651247037,0.336099239962126,0.1586525874519501,13,0.6923076923076923,0.5625,0.0,0.0,0.6923076923076923
medium,42,sensor_501_multivar_labeled,v75_selective_hybrid,25,1652,47,21,0.961031518624642,0.3472222222222222,0.5434782608695652,0.423728813559322,0.0276633313713949,0.4565217391304347,0.972336668628605,0.7579074647490851,0.4154849476079094,0.4030384445587583,0.6230263326253294,0.2313186918563512,13,0.8461538461538461,0.55,0.7272727272727273,0.0,0.7692307692307693
medium,42,sensor_502_multivar_labeled,single_agent_rl_refactored,0,1584,137,226,0.8135593220338984,0.0,0.0,0.0,0.0796048808832074,1.0,0.9203951191167926,0.4601975595583963,-0.09969761763005,-0.0079604880883207,0.4601975595583962,0.1160760143810991,13,0.0,0.0,,,0.0
medium,42,sensor_502_multivar_labeled,or_all,30,1494,227,196,0.7827426810477658,0.1167315175097276,0.1327433628318584,0.124223602484472,0.1319000581057524,0.8672566371681416,0.8680999418942476,0.500421652363053,0.0007980301049187,0.1000433517834538,0.500421652363053,0.11616302807074,13,1.0,0.2435897435897435,1.7692307692307692,0.0,1.0
medium,42,sensor_502_multivar_labeled,majority,7,1648,73,219,0.8500256805341551,0.0875,0.0309734513274336,0.0457516339869281,0.0424171993027309,0.9690265486725664,0.957582800697269,0.4942781260123513,-0.0184669760978918,0.0387635507620746,0.4942781260123513,0.1151909165905341,13,0.5384615384615384,0.4375,16.0,0.0,0.4615384615384615
medium,42,sensor_502_multivar_labeled,v73_confidence_hybrid_reference,11,1568,153,215,0.8109912686183872,0.0670731707317073,0.0486725663716814,0.0564102564102564,0.0889018012783265,0.9513274336283186,0.9110981987216734,0.4798853825466774,-0.0463968858973461,0.0411571807780432,0.5061062461112853,0.1152877452648015,13,0.7692307692307693,0.44,11.2,0.0,0.6923076923076923
medium,42,sensor_502_multivar_labeled,v75_selective_coordinator,11,1567,154,215,0.810477657935285,0.0666666666666666,0.0486725663716814,0.0562659846547314,0.0894828588030215,0.9513274336283186,0.9105171411969784,0.4795948537843299,-0.0469373470930088,0.0409731771258314,0.5101993592940922,0.1155329491977447,13,0.7692307692307693,0.4230769230769231,11.2,0.0,0.6923076923076923
medium,42,sensor_502_multivar_labeled,v75_selective_hybrid,11,1567,154,215,0.810477657935285,0.0666666666666666,0.0486725663716814,0.0562659846547314,0.0894828588030215,0.9513274336283186,0.9105171411969784,0.4795948537843299,-0.0469373470930088,0.0409731771258314,0.5098265568999295,0.1150396587722231,13,0.7692307692307693,0.4230769230769231,11.2,0.0,0.6923076923076923
medium,42,sensor_505_multivar_labeled,single_agent_rl_refactored,30,1867,42,42,0.9575971731448764,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0220010476689366,0.5833333333333334,0.9779989523310634,0.697332809498865,0.39466561899773,0.3727998952331063,0.697332809498865,0.1948125245386729,9,0.1111111111111111,0.1111111111111111,1.0,1.0,0.1111111111111111
medium,42,sensor_505_multivar_labeled,or_all,35,1734,175,37,0.8929833417465927,0.1666666666666666,0.4861111111111111,0.2482269503546099,0.0916710319539025,0.5138888888888888,0.9083289680460974,0.6972200395786042,0.2397901402679182,0.2733683577975175,0.6972200395786043,0.0996959541570849,9,0.6666666666666666,0.1034482758620689,0.3333333333333333,0.0,0.6666666666666666
medium,42,sensor_505_multivar_labeled,majority,19,1909,0,53,0.973245835436648,1.0,0.2638888888888889,0.4175824175824176,0.0,0.7361111111111112,1.0,0.6319444444444444,0.5067152966808495,0.4170787545787545,0.6319444444444444,0.2906430534522407,9,0.4444444444444444,1.0,2.5,0.5,0.3333333333333333
medium,42,sensor_505_multivar_labeled,v73_confidence_hybrid_reference,37,1781,128,35,0.917718324078748,0.2242424242424242,0.5138888888888888,0.3122362869198312,0.0670508119434258,0.4861111111111111,0.932949188056574,0.7234190384727315,0.3026352363424704,0.3216042782226117,0.7416441126826145,0.4134082299418292,9,0.7777777777777778,0.109375,0.1428571428571428,0.0,0.7777777777777778
medium,42,sensor_505_multivar_labeled,v75_selective_coordinator,37,1781,128,35,0.917718324078748,0.2242424242424242,0.5138888888888888,0.3122362869198312,0.0670508119434258,0.4861111111111111,0.932949188056574,0.7234190384727315,0.3026352363424704,0.3216042782226117,0.74198606018276,0.4624353374447723,9,0.7777777777777778,0.109375,0.1428571428571428,0.0,0.7777777777777778
medium,42,sensor_505_multivar_labeled,v75_selective_hybrid,37,1781,128,35,0.917718324078748,0.2242424242424242,0.5138888888888888,0.3122362869198312,0.0670508119434258,0.4861111111111111,0.932949188056574,0.7234190384727315,0.3026352363424704,0.3216042782226117,0.7416222862464349,0.4092394437436104,9,0.7777777777777778,0.109375,0.1428571428571428,0.0,0.7777777777777778
medium,42,sensor_506_multivar_labeled,single_agent_rl_refactored,580,4249,657,243,0.8429045208587886,0.4688763136620857,0.7047387606318347,0.5631067961165048,0.1339176518548716,0.2952612393681652,0.8660823481451284,0.7854105543884815,0.4865853069604677,0.5217593683058033,0.7854105543884816,0.3728510915479687,29,0.3793103448275862,0.1641791044776119,8.0,0.0,0.3793103448275862
medium,42,sensor_506_multivar_labeled,or_all,621,3760,1146,202,0.7647058823529411,0.3514431239388794,0.7545565006075334,0.4795366795366795,0.2335915205870362,0.2454434993924666,0.7664084794129638,0.7604824900102486,0.3956368264774555,0.471515772505894,0.7604824900102487,0.3004429013024835,29,0.9310344827586208,0.1485943775100401,0.8148148148148148,0.0,0.9310344827586208
medium,42,sensor_506_multivar_labeled,majority,443,4836,70,380,0.9214522604293944,0.8635477582846004,0.5382746051032807,0.6631736526946108,0.0142682429677945,0.4617253948967193,0.9857317570322056,0.7620031810677431,0.6436840911690037,0.5880158646894698,0.7620031810677431,0.5311550308825337,29,0.6896551724137931,0.6382978723404256,5.45,0.0,0.6896551724137931
medium,42,sensor_506_multivar_labeled,v73_confidence_hybrid_reference,459,4821,85,364,0.9216268109617736,0.84375,0.5577156743620899,0.6715435259692758,0.0173257236037505,0.4422843256379101,0.9826742763962496,0.7701949753791697,0.6465425674508366,0.594339216634426,0.8036145142283682,0.648715934839998,29,0.7931034482758621,0.5925925925925926,3.8260869565217392,0.0,0.7931034482758621
medium,42,sensor_506_multivar_labeled,v75_selective_coordinator,48,4897,9,775,0.863152382614767,0.8421052631578947,0.0583232077764277,0.109090909090909,0.0018344883815735,0.9416767922235724,0.9981655116184264,0.528244359697427,0.1996272756739733,0.1927202120593642,0.7073587330018194,0.4116112276715476,29,0.6551724137931034,0.7428571428571429,0.0,0.0,0.6551724137931034
medium,42,sensor_506_multivar_labeled,v75_selective_hybrid,459,4821,85,364,0.9216268109617736,0.84375,0.5577156743620899,0.6715435259692758,0.0173257236037505,0.4422843256379101,0.9826742763962496,0.7701949753791697,0.6465425674508366,0.594339216634426,0.8034776768001489,0.6465502543802861,29,0.7931034482758621,0.5925925925925926,3.8260869565217392,0.0,0.7931034482758621
medium,42,sensor_507_multivar_labeled,single_agent_rl_refactored,80,1595,140,182,0.8387581372058087,0.3636363636363636,0.3053435114503817,0.3319502074688797,0.0806916426512968,0.6946564885496184,0.9193083573487032,0.6123259343995424,0.2422453038456795,0.2874569370764352,0.6123259343995424,0.2021707092213615,6,0.5,0.2307692307692307,12.333333333333334,9.0,0.3333333333333333
medium,42,sensor_507_multivar_labeled,or_all,27,1475,260,235,0.7521281922884326,0.0940766550522648,0.1030534351145038,0.0983606557377049,0.1498559077809798,0.8969465648854962,0.8501440922190202,0.476598763666762,-0.045043297854634,0.0743042330960601,0.476598763666762,0.1273714372393763,6,0.6666666666666666,0.1549295774647887,6.5,0.5,0.5
medium,42,sensor_507_multivar_labeled,majority,1,1706,29,261,0.8547821732598898,0.0333333333333333,0.0038167938931297,0.0068493150684931,0.01671469740634,0.9961832061068704,0.98328530259366,0.4935510482433948,-0.0357978300288292,0.0075557602081268,0.4935510482433948,0.1308232705292034,6,0.1666666666666666,0.25,0.0,0.0,0.1666666666666666
medium,42,sensor_507_multivar_labeled,v73_confidence_hybrid_reference,63,1656,79,199,0.8607911867801703,0.4436619718309859,0.2404580152671755,0.3118811881188119,0.0455331412103746,0.7595419847328244,0.9544668587896252,0.5974624370284005,0.2560657646965515,0.2744799208872284,0.6295653034736124,0.2478390350601775,6,0.6666666666666666,0.2258064516129032,7.0,0.0,0.6666666666666666
medium,42,sensor_507_multivar_labeled,v75_selective_coordinator,61,1665,70,201,0.8642964446670005,0.465648854961832,0.232824427480916,0.3104325699745547,0.0403458213256484,0.767175572519084,0.9596541786743517,0.5962393030776338,0.2624770780390039,0.2753547308445344,0.6312339133686781,0.2773357962667427,6,0.6666666666666666,0.2272727272727272,8.75,3.5,0.6666666666666666
medium,42,sensor_507_multivar_labeled,v75_selective_hybrid,61,1665,70,201,0.8642964446670005,0.465648854961832,0.232824427480916,0.3104325699745547,0.0403458213256484,0.767175572519084,0.9596541786743517,0.5962393030776338,0.2624770780390039,0.2753547308445344,0.629335415887542,0.2504576012681997,6,0.6666666666666666,0.2272727272727272,8.75,3.5,0.6666666666666666
medium,42,sensor_508_multivar_labeled,single_agent_rl_refactored,9,1644,2,286,0.8516228748068007,0.8181818181818182,0.0305084745762711,0.0588235294117647,0.0012150668286755,0.9694915254237289,0.9987849331713244,0.5146467038737979,0.1400944153408472,0.1582288966525806,0.5146467038737977,0.1723082076892362,15,0.6,0.8181818181818182,4.333333333333333,0.0,0.4666666666666667
medium,42,sensor_508_multivar_labeled,or_all,60,1629,17,235,0.8701700154559505,0.7792207792207793,0.2033898305084746,0.3225806451612903,0.0103280680437424,0.7966101694915254,0.9896719319562576,0.5965308812323661,0.3551026173708252,0.3220285495538657,0.5965308812323661,0.2795571947852355,15,0.8,0.6521739130434783,3.1666666666666665,0.0,0.6
medium,42,sensor_508_multivar_labeled,majority,30,1641,5,265,0.8608964451313755,0.8571428571428571,0.1016949152542373,0.1818181818181818,0.0030376670716889,0.8983050847457628,0.996962332928311,0.5493286240912741,0.2661702121473817,0.2405943182587126,0.5493286240912741,0.2236946333297157,15,0.5333333333333333,0.8888888888888888,3.625,0.0,0.3333333333333333
medium,42,sensor_508_multivar_labeled,v73_confidence_hybrid_reference,64,1641,5,231,0.878413189077795,0.927536231884058,0.2169491525423728,0.3516483516483516,0.0030376670716889,0.7830508474576271,0.996962332928311,0.6069557427353419,0.414746337384799,0.3621531720799099,0.7178089667813086,0.4943111819632619,15,0.6666666666666666,0.9090909090909092,3.3,0.0,0.5333333333333333
medium,42,sensor_508_multivar_labeled,v75_selective_coordinator,7,1646,0,288,0.8516228748068007,1.0,0.023728813559322,0.0463576158940397,0.0,0.976271186440678,1.0,0.511864406779661,0.1421100173868755,0.1779795712201144,0.7173280886380954,0.4852969995291055,15,0.4666666666666667,1.0,2.571428571428572,0.0,0.4
medium,42,sensor_508_multivar_labeled,v75_selective_hybrid,64,1641,5,231,0.878413189077795,0.927536231884058,0.2169491525423728,0.3516483516483516,0.0030376670716889,0.7830508474576271,0.996962332928311,0.6069557427353419,0.414746337384799,0.3621531720799099,0.7176493605453385,0.4927649170627066,15,0.6666666666666666,0.9090909090909092,3.3,0.0,0.5333333333333333
medium,42,sensor_509_multivar_labeled,single_agent_rl_refactored,66,10524,37,2218,0.8244453094589335,0.6407766990291263,0.0288966725043782,0.0552995391705069,0.0035034561121105,0.9711033274956216,0.9964965438878894,0.5126966081961338,0.1088631438118293,0.1293199536211994,0.5126966081961338,0.1911905067130021,65,0.8923076923076924,0.6407766990291263,13.224137931034482,0.0,0.8461538461538461
medium,42,sensor_509_multivar_labeled,or_all,920,9702,859,1364,0.8269365511872324,0.5171444631815627,0.4028021015761821,0.452867339404381,0.0813369946027838,0.5971978984238179,0.918663005397216,0.6607325534866991,0.3558369998900898,0.3940689032217822,0.660732553486699,0.3144960552567627,65,0.9384615384615383,0.3192182410423452,2.6885245901639343,0.0,0.9384615384615383
medium,42,sensor_509_multivar_labeled,majority,733,10352,209,1551,0.8629817049435579,0.778131634819533,0.3209281961471103,0.4544327340359578,0.0197897926332733,0.6790718038528897,0.9802102073667266,0.6505692017569185,0.441685402803781,0.4155139551199167,0.6505692017569186,0.3704717544461243,65,0.7538461538461538,0.7195121951219512,4.6938775510204085,0.0,0.7538461538461538
medium,42,sensor_509_multivar_labeled,v73_confidence_hybrid_reference,915,9640,921,1369,0.8217205138186064,0.4983660130718954,0.4006129597197898,0.4441747572815533,0.0872076507906448,0.5993870402802102,0.9127923492093551,0.6567026544645724,0.3423707433183662,0.3860966655743558,0.619872379310522,0.3796357033617193,65,0.9384615384615383,0.3215686274509804,1.0655737704918034,0.0,0.9384615384615383
medium,42,sensor_509_multivar_labeled,v75_selective_coordinator,873,9777,784,1411,0.8291163876994939,0.5268557634278818,0.3822241681260945,0.4430347627505709,0.0742353943755326,0.6177758318739054,0.9257646056244674,0.653994386875281,0.3513160367060952,0.3856377187522143,0.6011700891708929,0.3372829592329001,65,0.9384615384615383,0.325,1.4262295081967211,0.0,0.9384615384615383
medium,42,sensor_509_multivar_labeled,v75_selective_hybrid,912,9630,931,1372,0.820708446866485,0.4948453608247423,0.3992994746059544,0.441967530894112,0.0881545308209449,0.6007005253940455,0.9118454691790552,0.6555724718925048,0.3393632662495133,0.3840865823257536,0.6194031264618807,0.3759787083933347,65,0.9384615384615383,0.3098039215686274,1.0655737704918034,0.0,0.9384615384615383
medium,42,sensor_510_multivar_labeled,single_agent_rl_refactored,363,8070,602,581,0.8769758735440932,0.3761658031088083,0.3845338983050847,0.3803038239916187,0.0694188191881918,0.6154661016949152,0.930581180811808,0.6575575395584464,0.3120455581281898,0.3359798788352559,0.6575575395584464,0.2050686357899739,51,0.0784313725490196,0.1063829787234042,13.75,0.0,0.0784313725490196
medium,42,sensor_510_multivar_labeled,or_all,405,8245,427,539,0.8995424292845258,0.4867788461538461,0.4290254237288136,0.4560810810810811,0.0492389298892988,0.5709745762711864,0.9507610701107012,0.6898932469197574,0.4019548943157163,0.4020370475392776,0.6898932469197574,0.2648929133789675,51,0.8627450980392157,0.4945054945054945,3.522727272727273,0.0,0.8431372549019608
medium,42,sensor_510_multivar_labeled,majority,369,8446,226,575,0.9167013311148088,0.6201680672268908,0.3908898305084746,0.4795321637426901,0.026060885608856,0.6091101694915254,0.973939114391144,0.6824144724498092,0.4505563290348182,0.423475544359901,0.6824144724498091,0.3022135637300127,51,0.5686274509803921,0.6170212765957447,15.03448275862069,0.0,0.5490196078431373
medium,42,sensor_510_multivar_labeled,v73_confidence_hybrid_reference,392,8315,357,552,0.9054700499168054,0.5233644859813084,0.4152542372881356,0.4630832841110454,0.0411669741697416,0.5847457627118644,0.9588330258302584,0.687043631559197,0.415326163424987,0.4073517245166332,0.6736983971402213,0.3242045847335008,51,0.8627450980392157,0.5365853658536586,9.727272727272728,0.0,0.8431372549019608
medium,42,sensor_510_multivar_labeled,v75_selective_coordinator,56,8552,120,888,0.8951747088186356,0.3181818181818182,0.059322033898305,0.1,0.0138376383763837,0.940677966101695,0.9861623616236164,0.5227421977609606,0.1009638093535167,0.1091401190591258,0.670433701490087,0.3054569357820303,51,0.803921568627451,0.6805555555555556,13.21951219512195,0.0,0.7647058823529411
medium,42,sensor_510_multivar_labeled,v75_selective_hybrid,389,8315,357,555,0.9051580698835274,0.5214477211796247,0.4120762711864407,0.4603550295857988,0.0411669741697416,0.5879237288135594,0.9588330258302584,0.6854546485083495,0.4125552587631418,0.4048831054295111,0.6732189415379323,0.3168953961085898,51,0.803921568627451,0.5189873417721519,10.439024390243905,0.0,0.7843137254901961
medium,42,sensor_511_multivar_labeled,single_agent_rl_refactored,279,3361,188,233,0.8963309529672494,0.5974304068522484,0.544921875,0.5699693564862103,0.0529726683572837,0.455078125,0.9470273316427162,0.7459746033213581,0.5118712860333869,0.5042800671109036,0.7459746033213581,0.3829279282645359,30,0.1666666666666666,0.1764705882352941,9.8,5.0,0.1666666666666666
medium,42,sensor_511_multivar_labeled,or_all,290,3426,123,222,0.9150455552819504,0.7021791767554479,0.56640625,0.6270270270270271,0.0346576500422654,0.43359375,0.9653423499577346,0.7658742999788672,0.583971825668768,0.5539451486712528,0.7658742999788672,0.4523850126744507,30,0.8666666666666667,0.6304347826086957,1.4230769230769231,0.0,0.8666666666666667
medium,42,sensor_511_multivar_labeled,majority,140,3500,49,372,0.8963309529672494,0.7407407407407407,0.2734375,0.3994293865905848,0.0138067061143984,0.7265625,0.9861932938856016,0.6298153969428009,0.4091151903651903,0.3715049144654345,0.6298153969428008,0.2941493497314107,30,0.2,0.6,32.5,5.5,0.1666666666666666
medium,42,sensor_511_multivar_labeled,v73_confidence_hybrid_reference,176,3482,67,336,0.900763358778626,0.7242798353909465,0.34375,0.4662251655629139,0.0188785573400958,0.65625,0.9811214426599042,0.6624357213299521,0.4546512802445273,0.4196804440779436,0.7985700197238659,0.5130861647474603,30,0.5666666666666667,0.72,5.705882352941177,0.0,0.5333333333333333
medium,42,sensor_511_multivar_labeled,v75_selective_coordinator,4,3547,2,508,0.8744151686776656,0.6666666666666666,0.0078125,0.0154440154440154,0.0005635390250774,0.9921875,0.9994364609749226,0.5036244804874612,0.0626459049792819,0.1092372030472992,0.7992595845660748,0.5287073212480674,30,0.1333333333333333,0.6666666666666666,28.5,17.5,0.0666666666666666
medium,42,sensor_511_multivar_labeled,v75_selective_hybrid,166,3482,67,346,0.898300911105639,0.7124463519313304,0.32421875,0.4456375838926174,0.0188785573400958,0.67578125,0.9811214426599042,0.6526700963299521,0.4358208770895014,0.4027816348073678,0.7981385601577909,0.507808177262174,30,0.2666666666666666,0.5625,12.25,0.0,0.2333333333333333
medium,777,sensor_501_multivar_labeled,single_agent_rl_refactored,5,1494,5,241,0.859025787965616,0.5,0.0203252032520325,0.0390625,0.0033355570380253,0.9796747967479674,0.9966644429619748,0.5084948231070036,0.0783254621007753,0.0983421302718072,0.5084948231070036,0.1482714841475062,10,0.5,0.5,6.2,0.0,0.4
medium,777,sensor_501_multivar_labeled,or_all,25,1470,29,221,0.8567335243553008,0.4629629629629629,0.1016260162601626,0.1666666666666666,0.019346230820547,0.8983739837398373,0.980653769179453,0.5411398927198078,0.1653456739969094,0.1729976262404385,0.5411398927198078,0.1736966460718411,10,0.6,0.5833333333333334,6.333333333333333,0.0,0.5
medium,777,sensor_501_multivar_labeled,majority,4,1491,8,242,0.8567335243553008,0.3333333333333333,0.016260162601626,0.0310077519379845,0.0053368912608405,0.983739837398374,0.9946631087391594,0.5054616356703927,0.0459971779664291,0.0682978480264967,0.5054616356703928,0.1441020026246108,10,0.1,0.3333333333333333,13.0,13.0,0.0
medium,777,sensor_501_multivar_labeled,v73_confidence_hybrid_reference,23,1466,33,223,0.8532951289398281,0.4107142857142857,0.0934959349593495,0.152317880794702,0.0220146764509673,0.9065040650406504,0.9779853235490328,0.5357406292541911,0.1411405228188516,0.1559975020574668,0.5624020349609767,0.1948417780567596,10,0.6,0.4666666666666667,6.333333333333333,0.0,0.5
medium,777,sensor_501_multivar_labeled,v75_selective_coordinator,23,1485,14,223,0.8641833810888252,0.6216216216216216,0.0934959349593495,0.1625441696113074,0.0093395597064709,0.9065040650406504,0.9906604402935292,0.5420781876264393,0.203287463126603,0.1935029440854893,0.5642989635366669,0.2232763192921324,10,0.6,0.5,6.333333333333333,0.0,0.5
medium,777,sensor_501_multivar_labeled,v75_selective_hybrid,23,1466,33,223,0.8532951289398281,0.4107142857142857,0.0934959349593495,0.152317880794702,0.0220146764509673,0.9065040650406504,0.9779853235490328,0.5357406292541911,0.1411405228188516,0.1559975020574668,0.5633728718874915,0.1951143925922655,10,0.6,0.4666666666666667,6.333333333333333,0.0,0.5
medium,777,sensor_502_multivar_labeled,single_agent_rl_refactored,0,1751,137,59,0.8993323061119671,0.0,0.0,0.0,0.0725635593220339,1.0,0.9274364406779662,0.4637182203389831,-0.0486346737597026,-0.0072563559322033,0.463718220338983,0.0303030303030303,9,0.0,0.0,,,0.0
medium,777,sensor_502_multivar_labeled,or_all,7,1651,237,52,0.8515665125834617,0.0286885245901639,0.1186440677966101,0.0462046204620462,0.1255296610169491,0.8813559322033898,0.8744703389830508,0.4965572033898305,-0.0035650541106922,0.0481356121337335,0.4965572033898304,0.0301114787777749,9,0.7777777777777778,0.1,0.0,0.0,0.7777777777777778
medium,777,sensor_502_multivar_labeled,majority,4,1775,113,55,0.9137134052388288,0.0341880341880341,0.0677966101694915,0.0454545454545454,0.0598516949152542,0.9322033898305084,0.9401483050847458,0.5039724576271186,0.0057305696340967,0.0399365641420726,0.5039724576271187,0.0305664203969288,9,0.4444444444444444,0.3333333333333333,0.0,0.0,0.4444444444444444
medium,777,sensor_502_multivar_labeled,v73_confidence_hybrid_reference,7,1770,118,52,0.9126861838726246,0.056,0.1186440677966101,0.0760869565217391,0.0625,0.8813559322033898,0.9375,0.528072033898305,0.039264645725534,0.0719823507737656,0.494968220338983,0.0312171858386608,9,0.7777777777777778,0.3888888888888889,0.0,0.0,0.7777777777777778
medium,777,sensor_502_multivar_labeled,v75_selective_coordinator,7,1803,85,52,0.9296353364149974,0.0760869565217391,0.1186440677966101,0.0927152317880794,0.0450211864406779,0.8813559322033898,0.954978813559322,0.536811440677966,0.0594804082171448,0.0842259994778118,0.5006598319448434,0.1374427497309925,9,0.7777777777777778,0.35,0.0,0.0,0.7777777777777778
medium,777,sensor_502_multivar_labeled,v75_selective_hybrid,7,1770,118,52,0.9126861838726246,0.056,0.1186440677966101,0.0760869565217391,0.0625,0.8813559322033898,0.9375,0.528072033898305,0.039264645725534,0.0719823507737656,0.494016625969549,0.0312143331799371,9,0.7777777777777778,0.3888888888888889,0.0,0.0,0.7777777777777778
medium,777,sensor_505_multivar_labeled,single_agent_rl_refactored,4,1836,33,108,0.928823826350328,0.1081081081081081,0.0357142857142857,0.0536912751677852,0.0176565008025682,0.9642857142857144,0.9823434991974318,0.5090288924558588,0.0308055626560484,0.0493259256757484,0.5090288924558588,0.0583789241033057,8,0.125,0.125,86.0,86.0,0.0
medium,777,sensor_505_multivar_labeled,or_all,12,1707,162,100,0.8677435638566381,0.0689655172413793,0.1071428571428571,0.0839160839160839,0.0866773675762439,0.8928571428571429,0.913322632423756,0.5102327447833066,0.0166986783616676,0.0715821857336774,0.5102327447833066,0.0578687183414854,8,0.875,0.1403508771929824,7.0,0.0,0.75
