scenario,seed,sensor,method,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward,roc_auc,pr_auc,n_events,event_detection_rate,event_precision,mean_detection_delay,median_detection_delay,early_detection_rate
high,42,sensor_507_multivar_labeled,single_agent_rl_refactored,1,1602,61,333,0.8027040560841262,0.0161290322580645,0.0029940119760479,0.005050505050505,0.036680697534576,0.997005988023952,0.963319302465424,0.4831566572207359,-0.0724838597426648,0.0019222159507937,0.4831566572207359,0.1667984157035243,17,0.0588235294117647,0.1666666666666666,0.0,0.0,0.0588235294117647
high,42,sensor_507_multivar_labeled,or_all,41,1516,147,293,0.7796695042563846,0.2180851063829787,0.122754491017964,0.1570881226053639,0.0883944678292242,0.8772455089820359,0.9116055321707756,0.5171800115943699,0.0439111284747331,0.1313893216523274,0.5171800115943699,0.1734910063528214,17,0.7647058823529411,0.3684210526315789,2.769230769230769,0.0,0.7058823529411765
high,42,sensor_507_multivar_labeled,majority,9,1636,27,325,0.8237356034051077,0.25,0.0269461077844311,0.0486486486486486,0.0162357185808779,0.9730538922155688,0.983764281419122,0.5053551946017766,0.0300423958114592,0.0658521523691334,0.5053551946017766,0.1694806431203692,17,0.4705882352941176,0.8181818181818182,10.875,0.0,0.4117647058823529
high,42,sensor_507_multivar_labeled,v73_confidence_hybrid_reference,95,1610,53,239,0.8537806710065098,0.6418918918918919,0.2844311377245509,0.3941908713692946,0.0318701142513529,0.7155688622754491,0.968129885748647,0.6262805117365989,0.359820890101688,0.3558120057921963,0.6591048210254176,0.3312344549644985,17,0.7058823529411765,0.64,7.833333333333333,0.0,0.6470588235294118
high,42,sensor_507_multivar_labeled,v75_selective_coordinator,95,1610,53,239,0.8537806710065098,0.6418918918918919,0.2844311377245509,0.3941908713692946,0.0318701142513529,0.7155688622754491,0.968129885748647,0.6262805117365989,0.359820890101688,0.3558120057921963,0.659875378527371,0.3634248006700879,17,0.7058823529411765,0.64,7.833333333333333,0.0,0.6470588235294118
high,42,sensor_507_multivar_labeled,v75_selective_hybrid,95,1610,53,239,0.8537806710065098,0.6418918918918919,0.2844311377245509,0.3941908713692946,0.0318701142513529,0.7155688622754491,0.968129885748647,0.6262805117365989,0.359820890101688,0.3558120057921963,0.6587213426424361,0.330519980685767,17,0.7058823529411765,0.64,7.833333333333333,0.0,0.6470588235294118
high,42,sensor_508_multivar_labeled,single_agent_rl_refactored,0,1899,18,24,0.9783616692426584,0.0,0.0,0.0,0.0093896713615023,1.0,0.9906103286384976,0.4953051643192488,-0.0108253307618286,-0.0009389671361502,0.4953051643192488,0.0123647604327666,24,0.0,0.0,,,0.0
high,42,sensor_508_multivar_labeled,or_all,18,1743,174,6,0.9072642967542504,0.09375,0.75,0.1666666666666666,0.0907668231611893,0.25,0.9092331768388108,0.8296165884194053,0.2440114546418464,0.304985817683881,0.8296165884194053,0.0734036901081916,24,0.75,0.2117647058823529,0.0,0.0,0.75
high,42,sensor_508_multivar_labeled,majority,12,1911,6,12,0.990726429675425,0.6666666666666666,0.5,0.5714285714285715,0.0031298904538341,0.5,0.9968701095461658,0.7484350547730829,0.5728404194800988,0.5068298680974737,0.7484350547730829,0.3395157135497166,24,0.5,0.8571428571428571,0.0,0.0,0.5
high,42,sensor_508_multivar_labeled,v73_confidence_hybrid_reference,14,1898,19,10,0.985059247810407,0.4242424242424242,0.5833333333333334,0.4912280701754386,0.0099113197704747,0.4166666666666667,0.9900886802295252,0.7867110067814294,0.4901679188631843,0.4586978632382635,0.9467809946096332,0.3782616608800581,24,0.5833333333333334,0.7,0.0,0.0,0.5833333333333334
high,42,sensor_508_multivar_labeled,v75_selective_coordinator,14,1898,19,10,0.985059247810407,0.4242424242424242,0.5833333333333334,0.4912280701754386,0.0099113197704747,0.4166666666666667,0.9900886802295252,0.7867110067814294,0.4901679188631843,0.4586978632382635,0.9454768735872022,0.2974470076969839,24,0.5833333333333334,0.7,0.0,0.0,0.5833333333333334
high,42,sensor_508_multivar_labeled,v75_selective_hybrid,14,1898,19,10,0.985059247810407,0.4242424242424242,0.5833333333333334,0.4912280701754386,0.0099113197704747,0.4166666666666667,0.9900886802295252,0.7867110067814294,0.4901679188631843,0.4586978632382635,0.9454768735872022,0.2974470076969839,24,0.5833333333333334,0.7,0.0,0.0,0.5833333333333334
high,42,sensor_509_multivar_labeled,single_agent_rl_refactored,1139,9529,502,1675,0.8305177111716622,0.6940889701401585,0.4047619047619047,0.5113355780022446,0.0500448609311135,0.5952380952380952,0.9499551390688864,0.6773585219153956,0.4395166962371929,0.4506384409574939,0.6773585219153956,0.4113417078438075,114,0.0614035087719298,0.2051282051282051,148.28571428571428,0.0,0.0526315789473684
high,42,sensor_509_multivar_labeled,or_all,1400,8697,1334,1414,0.7860646165823277,0.5120702267739575,0.4975124378109453,0.5046863734679163,0.1329877380121623,0.5024875621890548,0.8670122619878377,0.6822623498993915,0.3683535098852367,0.4398743596187233,0.6822623498993916,0.364843050721925,114,0.9473684210526316,0.3098591549295774,1.4166666666666667,0.0,0.9473684210526316
high,42,sensor_509_multivar_labeled,majority,683,9863,168,2131,0.8210198520825224,0.8025851938895417,0.2427149964463397,0.3727148703956344,0.0167480809490579,0.7572850035536602,0.983251919050942,0.6129834577486409,0.3757787495241078,0.3592491616004629,0.6129834577486409,0.3607005913266931,114,0.7807017543859649,0.8538011695906432,5.01123595505618,0.0,0.7719298245614035
high,42,sensor_509_multivar_labeled,v73_confidence_hybrid_reference,685,9851,180,2129,0.8202413390424289,0.791907514450867,0.2434257285003553,0.3723837999456374,0.0179443724454192,0.7565742714996446,0.9820556275545808,0.612740678027468,0.3721416998258372,0.3575921184487315,0.7059849895317407,0.5264586819912974,114,0.7017543859649122,0.8671328671328671,5.4125,0.0,0.6929824561403509
high,42,sensor_509_multivar_labeled,v75_selective_coordinator,202,10007,24,2612,0.7947839626313741,0.8938053097345132,0.0717839374555792,0.1328947368421052,0.0023925829927225,0.9282160625444208,0.9976074170072774,0.5346956772314283,0.2183096013834713,0.2151693509765258,0.7070046785313786,0.5461386568869331,114,0.6929824561403509,0.89375,6.481012658227848,0.0,0.6842105263157895
high,42,sensor_509_multivar_labeled,v75_selective_hybrid,684,9851,180,2130,0.8201634877384196,0.7916666666666666,0.2430703624733475,0.3719412724306688,0.0179443724454192,0.7569296375266524,0.9820556275545808,0.6125629950139642,0.3717546351506811,0.3572502440912633,0.7057181727405526,0.5218682897844737,114,0.6929824561403509,0.8661971830985915,5.481012658227848,0.0,0.6842105263157895
high,42,sensor_510_multivar_labeled,single_agent_rl_refactored,537,7658,320,1101,0.8522254575707154,0.6266044340723453,0.3278388278388278,0.4304609218436874,0.0401103033341689,0.6721611721611722,0.959889696665831,0.6438642622523294,0.3796375912434781,0.3820386979587426,0.6438642622523294,0.3199219353978681,100,0.04,0.1428571428571428,67.75,9.0,0.03
high,42,sensor_510_multivar_labeled,or_all,266,7515,463,1372,0.8091722129783694,0.3648834019204389,0.1623931623931624,0.224757076468103,0.0580345951366257,0.8376068376068376,0.9419654048633744,0.5521792836282684,0.1482145086041165,0.1987876839029983,0.5521792836282684,0.201933438095048,100,0.84,0.4171270718232044,0.4404761904761904,0.0,0.84
high,42,sensor_510_multivar_labeled,majority,142,7856,122,1496,0.831738768718802,0.5378787878787878,0.0866910866910866,0.14931650893796,0.0152920531461519,0.9133089133089132,0.984707946853848,0.5356995167724674,0.16426388322568,0.172352367896611,0.5356995167724674,0.2022033398905278,100,0.71,0.8725490196078431,1.0845070422535212,0.0,0.71
high,42,sensor_510_multivar_labeled,v73_confidence_hybrid_reference,485,7690,288,1153,0.8501455906821963,0.6274256144890039,0.2960927960927961,0.40232268768146,0.036099273000752,0.703907203907204,0.963900726999248,0.629996761546022,0.3594818220607128,0.3603769631577712,0.6795767114142647,0.3544491035915642,100,0.81,0.7,0.9506172839506172,0.0,0.81
high,42,sensor_510_multivar_labeled,v75_selective_coordinator,495,7657,321,1143,0.8477537437603994,0.6066176470588235,0.3021978021978022,0.4034229828850856,0.0402356480320882,0.6978021978021978,0.9597643519679118,0.630981077082857,0.3533915023929312,0.3591687652132439,0.6806097721114015,0.3969694883897677,100,0.81,0.625,0.9506172839506172,0.0,0.81
high,42,sensor_510_multivar_labeled,v75_selective_hybrid,495,7657,321,1143,0.8477537437603994,0.6066176470588235,0.3021978021978022,0.4034229828850856,0.0402356480320882,0.6978021978021978,0.9597643519679118,0.630981077082857,0.3533915023929312,0.3591687652132439,0.6789718735068446,0.3470144557265027,100,0.81,0.625,0.9506172839506172,0.0,0.81
high,42,sensor_511_multivar_labeled,single_agent_rl_refactored,1,3460,125,475,0.8522531396207831,0.0079365079365079,0.0021008403361344,0.0033222591362126,0.0348675034867503,0.9978991596638656,0.9651324965132496,0.483616668424692,-0.060788668661891,-0.0001710054460628,0.483616668424692,0.1169829378028811,46,0.0217391304347826,0.1111111111111111,0.0,0.0,0.0217391304347826
high,42,sensor_511_multivar_labeled,or_all,441,2851,734,35,0.8106377739473036,0.3753191489361702,0.9264705882352942,0.5342216838279831,0.204741980474198,0.0735294117647058,0.795258019525802,0.8608643038805481,0.5119822207698099,0.5541646084861863,0.860864303880548,0.3563407195463179,46,0.9347826086956522,0.3049645390070922,0.2325581395348837,0.0,0.9347826086956522
high,42,sensor_511_multivar_labeled,majority,71,3508,77,405,0.881310022162029,0.4797297297297297,0.1491596638655462,0.2275641025641025,0.0214783821478382,0.8508403361344538,0.9785216178521616,0.563840640858854,0.2191742395380745,0.2169633665581856,0.5638406408588539,0.1712854559887672,46,0.8478260869565217,0.912280701754386,1.3333333333333333,0.0,0.8260869565217391
high,42,sensor_511_multivar_labeled,v73_confidence_hybrid_reference,450,2347,1238,26,0.6887466141344496,0.2665876777251185,0.9453781512605042,0.4158964879852126,0.3453277545327755,0.0546218487394958,0.6546722454672246,0.8000251983638644,0.3916523108430613,0.4762222411769871,0.903271685243135,0.4990712029828964,46,0.9782608695652174,0.1764705882352941,0.2,0.0,0.9782608695652174
high,42,sensor_511_multivar_labeled,v75_selective_coordinator,460,1771,1814,16,0.5493720758433883,0.2022867194371152,0.9663865546218487,0.3345454545454545,0.505997210599721,0.0336134453781512,0.4940027894002789,0.7301946720110638,0.2983429728859593,0.4202047077876042,0.903690095284976,0.504490048408084,46,0.9782608695652174,0.1350574712643678,0.0,0.0,0.9782608695652174
high,42,sensor_511_multivar_labeled,v75_selective_hybrid,460,1771,1814,16,0.5493720758433883,0.2022867194371152,0.9663865546218487,0.3345454545454545,0.505997210599721,0.0336134453781512,0.4940027894002789,0.7301946720110638,0.2983429728859593,0.4202047077876042,0.9028567912520656,0.4924212941187272,46,0.9782608695652174,0.1350574712643678,0.0,0.0,0.9782608695652174
high,777,sensor_501_multivar_labeled,single_agent_rl_refactored,7,1342,22,374,0.7730659025787966,0.2413793103448276,0.0183727034120734,0.0341463414634146,0.0161290322580645,0.9816272965879264,0.9838709677419356,0.5011218355770045,0.0072505547567405,0.0554716580080763,0.5011218355770045,0.2187614380432462,11,0.0909090909090909,0.25,64.0,64.0,0.0
high,777,sensor_501_multivar_labeled,or_all,5,1351,13,376,0.7770773638968481,0.2777777777777778,0.0131233595800524,0.025062656641604,0.0095307917888563,0.9868766404199476,0.9904692082111436,0.501796283895598,0.0146889997559878,0.0559287908505185,0.501796283895598,0.2191181570307532,11,0.3636363636363636,0.625,37.5,0.0,0.2727272727272727
high,777,sensor_501_multivar_labeled,majority,0,1359,5,381,0.7787965616045845,0.0,0.0,0.0,0.0036656891495601,1.0,0.99633431085044,0.4981671554252199,-0.0283312463665039,-0.000366568914956,0.4981671554252199,0.2183381088825215,11,0.0,0.0,,,0.0
high,777,sensor_501_multivar_labeled,v73_confidence_hybrid_reference,5,1344,20,376,0.7730659025787966,0.2,0.0131233595800524,0.0246305418719211,0.0146627565982404,0.9868766404199476,0.9853372434017597,0.499230301490906,-0.0053516300810526,0.0435544760565562,0.4978169426035821,0.2137586601238077,11,0.3636363636363636,0.3846153846153846,37.5,0.0,0.2727272727272727
high,777,sensor_501_multivar_labeled,v75_selective_coordinator,5,1353,11,376,0.7782234957020058,0.3125,0.0131233595800524,0.0251889168765743,0.0080645161290322,0.9868766404199476,0.9919354838709676,0.5025294217255101,0.0219262027228806,0.0613405688555709,0.4996093780066347,0.2227398245456081,11,0.3636363636363636,0.5,37.5,0.0,0.2727272727272727
high,777,sensor_501_multivar_labeled,v75_selective_hybrid,5,1347,17,376,0.7747851002865329,0.2272727272727272,0.0131233595800524,0.0248138957816377,0.0124633431085043,0.9868766404199476,0.9875366568914956,0.500330008235774,0.0024438270518906,0.0479478357558113,0.499411180640543,0.2151884287072376,11,0.3636363636363636,0.5,37.5,0.0,0.2727272727272727
high,777,sensor_502_multivar_labeled,single_agent_rl_refactored,259,1448,94,146,0.8767334360554699,0.7337110481586402,0.6395061728395062,0.683377308707124,0.0609597924773022,0.3604938271604938,0.9390402075226978,0.789273190181102,0.609503730431065,0.6033323187461235,0.789273190181102,0.544199904110917,23,0.1739130434782608,0.4444444444444444,18.5,5.0,0.1304347826086956
high,777,sensor_502_multivar_labeled,or_all,119,1401,141,286,0.7806882383153569,0.4576923076923077,0.2938271604938272,0.3578947368421053,0.0914396887159533,0.7061728395061728,0.9085603112840468,0.601193735888937,0.2414955366161247,0.3087106570093463,0.601193735888937,0.2813750865163295,23,0.782608695652174,0.4153846153846154,2.333333333333333,0.0,0.7391304347826086
high,777,sensor_502_multivar_labeled,majority,85,1497,45,320,0.8125321006676939,0.6538461538461539,0.2098765432098765,0.3177570093457944,0.0291828793774319,0.7901234567901234,0.970817120622568,0.5903468319162223,0.2938079091625019,0.3011122523077503,0.5903468319162224,0.3015823891530106,23,0.4782608695652174,0.8235294117647058,1.4545454545454546,0.0,0.4782608695652174
high,777,sensor_502_multivar_labeled,v73_confidence_hybrid_reference,98,1452,90,307,0.7960965588084232,0.5212765957446809,0.2419753086419753,0.3305227655986509,0.0583657587548638,0.7580246913580246,0.9416342412451362,0.5918047749435558,0.25232083898704,0.2936827505982012,0.7771933195625369,0.4832583438788779,23,0.6521739130434783,0.7727272727272727,5.133333333333334,0.0,0.6086956521739131
high,777,sensor_502_multivar_labeled,v75_selective_coordinator,41,1493,49,364,0.7878787878787878,0.4555555555555555,0.1012345679012345,0.1656565656565656,0.0317769130998702,0.8987654320987655,0.9682230869001296,0.5347288274006822,0.1342649354495615,0.1700714669391712,0.7762325663320042,0.4748683666976534,23,0.6521739130434783,0.7,6.266666666666667,0.0,0.5652173913043478
high,777,sensor_502_multivar_labeled,v75_selective_hybrid,98,1452,90,307,0.7960965588084232,0.5212765957446809,0.2419753086419753,0.3305227655986509,0.0583657587548638,0.7580246913580246,0.9416342412451362,0.5918047749435558,0.25232083898704,0.2936827505982012,0.7770876367071784,0.4816758723904491,23,0.6521739130434783,0.7727272727272727,5.133333333333334,0.0,0.6086956521739131
high,777,sensor_505_multivar_labeled,single_agent_rl_refactored,16,1459,2,504,0.7445734477536597,0.8888888888888888,0.0307692307692307,0.0594795539033457,0.001368925393566,0.9692307692307692,0.998631074606434,0.5147001526878323,0.1363271070531264,0.1691930092812515,0.5147001526878323,0.2817673884811694,21,0.7142857142857143,0.8888888888888888,1.4666666666666666,0.0,0.7142857142857143
high,777,sensor_505_multivar_labeled,or_all,77,1455,6,443,0.773346794548208,0.927710843373494,0.148076923076923,0.2553897180762852,0.0041067761806981,0.8519230769230769,0.995893223819302,0.5719850734481124,0.3161637523619575,0.2980943989453596,0.5719850734481124,0.3609969992968418,21,0.6666666666666666,0.85,2.2142857142857144,0.0,0.6666666666666666
high,777,sensor_505_multivar_labeled,majority,49,1461,0,471,0.762241292276628,1.0,0.0942307692307692,0.172231985940246,0.0,0.9057692307692308,1.0,0.5471153846153847,0.2669426178114191,0.2557736244423415,0.5471153846153847,0.3319894769541412,21,0.0476190476190476,1.0,13.0,13.0,0.0476190476190476
high,777,sensor_505_multivar_labeled,v73_confidence_hybrid_reference,172,1330,131,348,0.7582029278142353,0.5676567656765676,0.3307692307692307,0.4179829890643985,0.0896646132785763,0.6692307692307692,0.9103353867214236,0.6205523087453272,0.2947236690207308,0.3635051678333761,0.627486442373506,0.4658931062293689,21,0.8571428571428571,0.4,1.2777777777777777,0.0,0.8571428571428571
high,777,sensor_505_multivar_labeled,v75_selective_coordinator,166,1341,120,354,0.7607269056032306,0.5804195804195804,0.3192307692307692,0.4119106699751861,0.082135523613963,0.6807692307692308,0.917864476386037,0.618547622808403,0.2968122063573443,0.3599784169596052,0.6288731374717,0.4768766294813685,21,0.8095238095238095,0.3777777777777777,1.3529411764705883,0.0,0.8095238095238095
high,777,sensor_505_multivar_labeled,v75_selective_hybrid,166,1341,120,354,0.7607269056032306,0.5804195804195804,0.3192307692307692,0.4119106699751861,0.082135523613963,0.6807692307692308,0.917864476386037,0.618547622808403,0.2968122063573443,0.3599784169596052,0.6285618385721055,0.4659251464584236,21,0.8095238095238095,0.3777777777777777,1.3529411764705883,0.0,0.8095238095238095
high,777,sensor_506_multivar_labeled,single_agent_rl_refactored,44,4564,502,619,0.8043288532030023,0.0805860805860805,0.0663650075414781,0.0727874276261373,0.0990919857876036,0.933634992458522,0.9009080142123964,0.4836365108769372,-0.0356540064695263,0.0548425582033569,0.4836365108769372,0.113394875388511,53,0.0566037735849056,0.1551724137931034,29.666666666666668,0.0,0.0566037735849056
high,777,sensor_506_multivar_labeled,or_all,168,3832,1234,495,0.6982021295164951,0.1198288159771754,0.253393665158371,0.1627118644067796,0.2435846821950256,0.746606334841629,0.7564153178049743,0.5049044914816727,0.0072987062119376,0.1428542927076359,0.5049044914816727,0.1167663763997107,53,0.8679245283018868,0.2445820433436532,0.0,0.0,0.8679245283018868
high,777,sensor_506_multivar_labeled,majority,47,4997,69,616,0.8804328853203002,0.4051724137931034,0.0708898944193061,0.1206675224646983,0.0136202131859455,0.9291101055806938,0.9863797868140544,0.5286348406166803,0.1300731348070208,0.134981194185277,0.5286348406166803,0.1362457575809487,53,0.6415094339622641,0.6507936507936508,2.617647058823529,0.0,0.6415094339622641
high,777,sensor_506_multivar_labeled,v73_confidence_hybrid_reference,56,4895,171,607,0.8641996858090417,0.2466960352422907,0.0844645550527903,0.1258426966292135,0.0337544413738649,0.9155354449472096,0.966245558626135,0.5253550568394627,0.0831592797918722,0.1155975411479403,0.5222507843673166,0.1509438901632628,53,0.7735849056603774,0.5555555555555556,2.1707317073170733,0.0,0.7735849056603774
high,777,sensor_506_multivar_labeled,v75_selective_coordinator,49,4925,141,614,0.8682143480537615,0.2578947368421053,0.0739064856711915,0.1148886283704572,0.0278326095538886,0.9260935143288084,0.9721673904461112,0.5230369380586515,0.0823098147276873,0.1097727780389901,0.5221191881046505,0.1780794297100267,53,0.7735849056603774,0.550561797752809,2.1707317073170733,0.0,0.7735849056603774
high,777,sensor_506_multivar_labeled,v75_selective_hybrid,56,4895,171,607,0.8641996858090417,0.2466960352422907,0.0844645550527903,0.1258426966292135,0.0337544413738649,0.9155354449472096,0.966245558626135,0.5253550568394627,0.0831592797918722,0.1155975411479403,0.5220706582611786,0.1439361795154831,53,0.7735849056603774,0.5555555555555556,2.1707317073170733,0.0,0.7735849056603774
high,777,sensor_507_multivar_labeled,single_agent_rl_refactored,20,1509,92,376,0.7656484727090636,0.1785714285714285,0.0505050505050505,0.0787401574803149,0.0574640849469081,0.9494949494949496,0.942535915053092,0.4965204827790712,-0.0120594515278002,0.0716238918086803,0.4965204827790712,0.1973011826542121,20,0.05,0.1428571428571428,38.0,38.0,0.05
high,777,sensor_507_multivar_labeled,or_all,54,1449,152,342,0.7526289434151227,0.2621359223300971,0.1363636363636363,0.1794019933554817,0.0949406620861961,0.8636363636363636,0.905059337913804,0.5207114871387202,0.0543004132740103,0.1514663100599526,0.5207114871387202,0.2070026929184597,20,0.85,0.3943661971830985,2.9411764705882355,0.0,0.85
high,777,sensor_507_multivar_labeled,majority,14,1575,26,382,0.7956935403104657,0.35,0.0353535353535353,0.0642201834862385,0.0162398500936914,0.9646464646464646,0.9837601499063086,0.509556842629922,0.0543954132802794,0.0903811581654988,0.5095568426299218,0.2036606677693307,20,0.6,0.9333333333333332,3.1666666666666665,0.0,0.6
high,777,sensor_507_multivar_labeled,v73_confidence_hybrid_reference,91,1550,51,305,0.8217325988983475,0.6408450704225352,0.2297979797979798,0.3382899628252788,0.0318550905683947,0.7702020202020202,0.9681449094316052,0.5989714446147926,0.3070909619377682,0.3141111287173102,0.6260733506205086,0.3340543586562688,20,0.75,0.53125,1.1333333333333333,0.0,0.75
high,777,sensor_507_multivar_labeled,v75_selective_coordinator,87,1563,38,309,0.8262393590385578,0.696,0.2196969696969697,0.3339731285988483,0.023735165521549,0.7803030303030303,0.9762648344784508,0.5979809020877103,0.3225572140923755,0.3182234822264178,0.6299929337093609,0.3855921327762077,20,0.75,0.5925925925925926,1.1333333333333333,0.0,0.75
high,777,sensor_507_multivar_labeled,v75_selective_hybrid,91,1554,47,305,0.8237356034051077,0.6594202898550725,0.2297979797979798,0.3408239700374532,0.0293566520924422,0.7702020202020202,0.9706433479075578,0.6002206638527688,0.3151020957205633,0.3182875587252645,0.6280039621701083,0.3337586305796295,20,0.75,0.6071428571428571,1.1333333333333333,0.0,0.75
high,777,sensor_508_multivar_labeled,single_agent_rl_refactored,59,1631,9,242,0.8706852138073158,0.8676470588235294,0.1960132890365448,0.3197831978319783,0.0054878048780487,0.8039867109634552,0.9945121951219512,0.595262742079248,0.3750894945771894,0.3323047040710782,0.595262742079248,0.2947483547532812,20,0.05,0.3333333333333333,10.0,10.0,0.05
high,777,sensor_508_multivar_labeled,or_all,83,1490,150,218,0.8104070066975786,0.3562231759656652,0.2757475083056478,0.3108614232209737,0.0914634146341463,0.7242524916943521,0.9085365853658536,0.5921420468357508,0.2052443115186435,0.2668990278725677,0.5921420468357508,0.2105408937708866,20,0.8,0.2631578947368421,1.5,0.0,0.8
high,777,sensor_508_multivar_labeled,majority,64,1635,5,237,0.8753219989696033,0.927536231884058,0.2126245847176079,0.3459459459459459,0.0030487804878048,0.7873754152823921,0.9969512195121952,0.6047879021149015,0.409702718516771,0.3582886078247863,0.6047879021149016,0.3193190153884531,20,0.5,0.9166666666666666,1.2,0.0,0.5
high,777,sensor_508_multivar_labeled,v73_confidence_hybrid_reference,75,1576,64,226,0.85059247810407,0.539568345323741,0.2491694352159468,0.3409090909090909,0.0390243902439024,0.7508305647840532,0.9609756097560976,0.6050725224860222,0.2950118986041612,0.3051927342480458,0.5281136050563163,0.350001160137563,20,0.8,0.3636363636363636,1.625,0.0,0.8
high,777,sensor_508_multivar_labeled,v75_selective_coordinator,61,1579,61,240,0.844925296239052,0.5,0.2026578073089701,0.2884160756501182,0.0371951219512195,0.7973421926910299,0.9628048780487805,0.5827313426788753,0.2467794405422264,0.2618650640401223,0.5248197066688275,0.2986920780586758,20,0.8,0.3888888888888889,1.625,0.0,0.8
high,777,sensor_508_multivar_labeled,v75_selective_hybrid,73,1579,61,228,0.8511076764554354,0.5447761194029851,0.2425249169435216,0.3356321839080459,0.0371951219512195,0.7574750830564784,0.9628048780487805,0.602664897496151,0.2931741467744639,0.3017888635570029,0.5294333927558544,0.3481920748715409,20,0.8,0.3773584905660377,1.625,0.0,0.8
high,777,sensor_509_multivar_labeled,single_agent_rl_refactored,1214,9874,452,1305,0.8632152588555858,0.7286914765906363,0.481937276697102,0.5801672640382318,0.0437730001936858,0.5180627233028979,0.9562269998063142,0.7190821382517081,0.5178191818156502,0.5105828732955618,0.7190821382517081,0.4527795375126728,126,0.0873015873015873,0.3297872340425531,5.2727272727272725,0.0,0.0873015873015873
high,777,sensor_509_multivar_labeled,or_all,1400,9422,904,1119,0.8425068119891008,0.6076388888888888,0.55577610162763,0.5805515239477502,0.0875460003873716,0.44422389837237,0.9124539996126284,0.7341150506201292,0.4845709001023905,0.5103722495593728,0.7341150506201292,0.4248267820504651,126,0.9285714285714286,0.374074074074074,0.1025641025641025,0.0,0.9285714285714286
high,777,sensor_509_multivar_labeled,majority,1104,10157,169,1415,0.876683534449202,0.8672427336999214,0.4382691544263596,0.5822784810126582,0.0163664536122409,0.5617308455736403,0.983633546387759,0.7109513504070594,0.5606270330634594,0.5219558274773682,0.7109513504070593,0.4902453347542883,126,0.7777777777777778,0.8923076923076924,4.622448979591836,0.0,0.7698412698412699
high,777,sensor_509_multivar_labeled,v73_confidence_hybrid_reference,2028,6685,3641,491,0.6783184118333982,0.3577350502734168,0.8050813815005955,0.4953590620420127,0.352605074569049,0.1949186184994045,0.647394925430951,0.7262381534657733,0.36181081447227,0.4828357424531919,0.834077493712899,0.676596824862844,126,0.984126984126984,0.1998097050428163,0.0080645161290322,0.0,0.984126984126984
high,777,sensor_509_multivar_labeled,v75_selective_coordinator,2028,6685,3641,491,0.6783184118333982,0.3577350502734168,0.8050813815005955,0.4953590620420127,0.352605074569049,0.1949186184994045,0.647394925430951,0.7262381534657733,0.36181081447227,0.4828357424531919,0.8346001148582411,0.6843044317407345,126,0.984126984126984,0.1998097050428163,0.0080645161290322,0.0,0.984126984126984
high,777,sensor_509_multivar_labeled,v75_selective_hybrid,2028,6685,3641,491,0.6783184118333982,0.3577350502734168,0.8050813815005955,0.4953590620420127,0.352605074569049,0.1949186184994045,0.647394925430951,0.7262381534657733,0.36181081447227,0.4828357424531919,0.8337922895811702,0.6725471114280276,126,0.984126984126984,0.1998097050428163,0.0080645161290322,0.0,0.984126984126984
high,777,sensor_510_multivar_labeled,single_agent_rl_refactored,384,8144,472,616,0.8868552412645591,0.4485981308411215,0.384,0.4137931034482759,0.0547818012999071,0.616,0.9452181987000928,0.6646090993500464,0.3528968193473947,0.3632184360479016,0.6646090993500463,0.23632158240938,102,0.1078431372549019,0.2941176470588235,47.36363636363637,0.0,0.0980392156862745
high,777,sensor_510_multivar_labeled,or_all,892,7330,1286,108,0.8550332778702163,0.4095500459136822,0.892,0.5613593455003146,0.1492571959145775,0.108,0.8507428040854225,0.8713714020427112,0.5416693641272633,0.5667184927707363,0.8713714020427112,0.3765499221530079,102,0.9215686274509804,0.2532751091703056,0.1063829787234042,0.0,0.9215686274509804
high,777,sensor_510_multivar_labeled,majority,496,8338,278,504,0.9186772046589018,0.6408268733850129,0.496,0.5591882750845547,0.0322655524605385,0.504,0.9677344475394616,0.7318672237697308,0.5203271258614117,0.4933321995497476,0.7318672237697308,0.3702627747896486,102,0.7450980392156863,0.8360655737704918,0.3684210526315789,0.0,0.7450980392156863
high,777,sensor_510_multivar_labeled,v73_confidence_hybrid_reference,874,8045,571,126,0.9275166389351082,0.6048442906574395,0.874,0.7149284253578733,0.0662720519962859,0.126,0.933727948003714,0.903863974001857,0.6899957669752077,0.6680172298100303,0.9308650766016714,0.5524029269236771,102,0.8823529411764706,0.6089385474860335,0.2111111111111111,0.0,0.8823529411764706
high,777,sensor_510_multivar_labeled,v75_selective_coordinator,873,8044,572,127,0.9273086522462562,0.6041522491349481,0.873,0.7141104294478527,0.0663881151346332,0.127,0.9336118848653668,0.9033059424326834,0.6890423780983712,0.6672337191083125,0.9325899489322192,0.6187157921770335,102,0.8823529411764706,0.6055555555555555,0.2222222222222222,0.0,0.8823529411764706
high,777,sensor_510_multivar_labeled,v75_selective_hybrid,873,8044,572,127,0.9273086522462562,0.6041522491349481,0.873,0.7141104294478527,0.0663881151346332,0.127,0.9336118848653668,0.9033059424326834,0.6890423780983712,0.6672337191083125,0.929849582172702,0.5396442519137017,102,0.8823529411764706,0.6055555555555555,0.2222222222222222,0.0,0.8823529411764706
