scenario,seed,sensor,expert,threshold,best_action,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward,roc_auc,pr_auc,n_events,event_detection_rate,event_precision,mean_detection_delay,median_detection_delay,early_detection_rate
high,999,sensor_509_multivar_labeled,dropout,0.825,flat_std_w18,502,12033,299,11,0.975866095757104,0.6267166042446941,0.9785575048732944,0.7640791476407913,0.0242458644177748,0.0214424951267056,0.9757541355822252,0.9771558202277596,0.7727945139922164,0.7289857720952709,0.9866690977813944,0.6219873806966351,1,1.0,0.0285714285714285,0.0,0.0,1.0
high,999,sensor_510_multivar_labeled,spike,0.825,z_w21_t3,88,9499,1,28,0.9969841930116472,0.9887640449438202,0.7586206896551724,0.8585365853658535,0.0001052631578947,0.2413793103448276,0.9998947368421052,0.8792577132486388,0.864733191633983,0.7622317507369694,0.9464287658802178,0.8236646149352487,115,0.7652173913043478,0.9887640449438202,0.0,0.0,0.7652173913043478
high,999,sensor_510_multivar_labeled,drift,0.05,ewma_s48_w96_t2.2,19,8253,998,346,0.8602329450915142,0.0186823992133726,0.0520547945205479,0.0274963820549927,0.1078802291644146,0.947945205479452,0.8921197708355854,0.4720872826780666,-0.0346887327797461,0.0200041472464755,0.4723632987474142,0.0371731407115645,1,1.0,0.0240384615384615,6.0,6.0,1.0
high,999,sensor_510_multivar_labeled,flat,0.775,flat_std_w36,109,8593,511,403,0.9049500831946756,0.1758064516129032,0.212890625,0.1925795053003533,0.0561291739894551,0.787109375,0.9438708260105448,0.5783807255052724,0.1433077942779227,0.1712860152281489,0.9439121239633677,0.4094364364796766,1,1.0,0.4,134.0,134.0,0.0
high,999,sensor_510_multivar_labeled,dropout,0.825,flat_std_w18,370,8944,288,14,0.9685940099833612,0.5623100303951368,0.9635416666666666,0.7101727447216891,0.0311958405545927,0.0364583333333333,0.9688041594454072,0.966172913056037,0.7230562178818054,0.6898671556285714,0.9761572914410024,0.5514444701807537,1,1.0,0.0454545454545454,3.0,3.0,1.0
high,999,sensor_511_multivar_labeled,spike,0.825,z_w21_t3,35,4012,1,13,0.9965525732578184,0.9722222222222222,0.7291666666666666,0.8333333333333333,0.0002491901320707,0.2708333333333333,0.9997508098679292,0.8644587382672979,0.8404257856747405,0.7395584143201261,0.9169210482598223,0.7559431936641254,48,0.7291666666666666,0.9722222222222222,0.0,0.0,0.7291666666666666
high,999,sensor_511_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,104,2763,432,762,0.7059837478453583,0.1940298507462686,0.1200923787528868,0.1483594864479315,0.1352112676056338,0.8799076212471132,0.8647887323943662,0.4924405555736265,-0.0182958375740291,0.1183728333788121,0.4962665394471008,0.2111438349325251,2,1.0,0.1864406779661017,19.5,19.5,1.0
high,999,sensor_511_multivar_labeled,flat,0.775,flat_std_w36,42,3515,114,390,0.8758926372814577,0.2692307692307692,0.0972222222222222,0.1428571428571428,0.031413612565445,0.9027777777777778,0.9685863874345548,0.5329043048283886,0.1055711505698568,0.1306956350804518,0.9474047794005084,0.6259543252942426,2,0.5,0.4615384615384615,19.0,19.0,0.5
high,999,sensor_511_multivar_labeled,dropout,0.725,dropout_w24,0,3871,190,0,0.953213494213248,0.0,0.0,0.0,0.046786505786752,0.0,0.953213494213248,0.476606747106624,0.0,-0.0046786505786752,,,0,,,,,
low,123,sensor_501_multivar_labeled,spike,0.775,z_w21_t3,3,1740,1,1,0.9988538681948425,0.75,0.75,0.75,0.0005743825387708,0.25,0.9994256174612292,0.8747128087306146,0.7494256174612292,0.674942561746123,0.9717834577828832,0.5240800865800865,4,0.75,0.75,0.0,0.0,0.75
low,123,sensor_501_multivar_labeled,drift,0.25,mean_shift_12_72,6,1533,155,51,0.8819484240687679,0.0372670807453416,0.1052631578947368,0.055045871559633,0.091824644549763,0.8947368421052632,0.908175355450237,0.506719256672487,0.0082543779283508,0.0527571872270808,0.4992672736343228,0.0338144382077478,2,0.5,0.0169491525423728,30.0,30.0,0.0
low,123,sensor_501_multivar_labeled,flat,0.3749999999999999,flat_std_w18,0,1676,69,0,0.960458452722063,0.0,0.0,0.0,0.0395415472779369,0.0,0.960458452722063,0.4802292263610315,0.0,-0.0039541547277936,,,0,,,,,
low,123,sensor_501_multivar_labeled,dropout,0.3749999999999999,dropout_w12,8,1645,83,9,0.9472779369627508,0.0879120879120879,0.4705882352941176,0.1481481481481481,0.0480324074074074,0.5294117647058824,0.9519675925925926,0.7112779139433552,0.18667750030734,0.2162267097009744,0.7006910403050111,0.0552545549848769,1,1.0,0.0714285714285714,5.0,5.0,0.0
low,123,sensor_502_multivar_labeled,spike,0.725,z_w21_t3,4,1943,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,1.0,1.0,4,1.0,1.0,0.0,0.0,1.0
low,123,sensor_502_multivar_labeled,drift,0.25,mean_shift_12_72,3,1729,155,60,0.8895737031330252,0.0189873417721519,0.0476190476190476,0.0271493212669683,0.0822717622080679,0.9523809523809524,0.917728237791932,0.4826736427054898,-0.0224550626863883,0.021123833900866,0.5252291645603747,0.033784767889652,2,1.0,0.032258064516129,24.5,24.5,0.0
low,123,sensor_502_multivar_labeled,flat,0.7999999999999999,flat_std_w18,0,1857,65,25,0.9537750385208013,0.0,0.0,0.0,0.0338189386056191,1.0,0.9661810613943808,0.4830905306971904,-0.0211953299392339,-0.0033818938605619,0.5801664932362123,0.0192992325154748,1,0.0,0.0,,,0.0
low,123,sensor_502_multivar_labeled,dropout,0.4249999999999999,dropout_w12,0,1779,168,0,0.9137134052388288,0.0,0.0,0.0,0.086286594761171,0.0,0.9137134052388288,0.4568567026194144,0.0,-0.0086286594761171,,,0,,,,,
low,123,sensor_505_multivar_labeled,spike,0.7999999999999999,z_w21_t3,2,1974,0,5,0.9974760222110044,1.0,0.2857142857142857,0.4444444444444445,0.0,0.7142857142857143,1.0,0.6428571428571428,0.533846813621989,0.4357142857142857,0.892567665364018,0.3543676525314596,7,0.2857142857142857,1.0,0.0,0.0,0.2857142857142857
low,123,sensor_505_multivar_labeled,drift,0.725,slope_w36_t2.2,0,1948,20,13,0.98334174659263,0.0,0.0,0.0,0.0101626016260162,1.0,0.9898373983739838,0.4949186991869919,-0.0082079618670109,-0.0010162601626016,0.4273373983739837,0.0065623422513881,1,0.0,0.0,,,0.0
low,123,sensor_505_multivar_labeled,flat,0.3749999999999999,flat_std_w18,12,1874,81,14,0.9520444220090865,0.1290322580645161,0.4615384615384615,0.2016806722689075,0.0414322250639386,0.5384615384615384,0.9585677749360614,0.7100531182372615,0.2260355320943244,0.2444294571858304,0.6873795002951014,0.0968677709913555,1,1.0,0.0625,6.0,6.0,0.0
low,123,sensor_505_multivar_labeled,dropout,0.175,dropout_w12,0,1856,125,0,0.9369005552751136,0.0,0.0,0.0,0.0630994447248864,0.0,0.9369005552751136,0.4684502776375568,0.0,-0.0063099444724886,,,0,,,,,
low,123,sensor_506_multivar_labeled,spike,0.825,z_w21_t3,9,5712,4,4,0.998603595740967,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.0006997900629811,0.3076923076923077,0.9993002099370188,0.8458039511223556,0.6916079022447112,0.6230069440706248,0.9723852075146686,0.5601228516693656,13,0.6923076923076923,0.6923076923076923,0.0,0.0,0.6923076923076923
low,123,sensor_506_multivar_labeled,drift,0.25,slope_w36_t2.2,0,5134,595,0,0.8961424332344213,0.0,0.0,0.0,0.1038575667655786,0.0,0.8961424332344213,0.4480712166172106,0.0,-0.0103857566765578,,,0,,,,,
low,123,sensor_506_multivar_labeled,flat,0.75,flat_std_w36,0,5605,124,0,0.9783557339849888,0.0,0.0,0.0,0.0216442660150113,0.0,0.9783557339849888,0.4891778669924943,0.0,-0.0021644266015011,,,0,,,,,
low,123,sensor_506_multivar_labeled,dropout,0.7999999999999999,dropout_w12,41,5588,84,16,0.9825449467620876,0.328,0.7192982456140351,0.4505494505494505,0.0148095909732016,0.2807017543859649,0.9851904090267984,0.8522443273204168,0.478603061733184,0.4662557673341431,0.9736857570583723,0.2975645895189496,1,1.0,0.0909090909090909,8.0,8.0,1.0
low,123,sensor_507_multivar_labeled,spike,0.5499999999999999,z_w21_t3,4,1989,3,1,0.9979969954932398,0.5714285714285714,0.8,0.6666666666666666,0.0015060240963855,0.2,0.9984939759036144,0.8992469879518072,0.6751896168415948,0.6255636833046472,0.9781124497991968,0.6128901734104046,5,0.8,0.5714285714285714,0.0,0.0,0.8
low,123,sensor_507_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,0,1837,160,0,0.9198798197295944,0.0,0.0,0.0,0.0801201802704056,0.0,0.9198798197295944,0.4599399098647972,0.0,-0.0080120180270405,,,0,,,,,
low,123,sensor_507_multivar_labeled,flat,0.25,flat_std_w18,0,1901,96,0,0.9519278918377566,0.0,0.0,0.0,0.0480721081622433,0.0,0.9519278918377566,0.4759639459188783,0.0,-0.0048072108162243,,,0,,,,,
low,123,sensor_507_multivar_labeled,dropout,0.3,dropout_w12,10,1853,125,9,0.9328993490235352,0.074074074074074,0.5263157894736842,0.1298701298701298,0.0631951466127401,0.4736842105263157,0.9368048533872598,0.731560321430472,0.1790718667368958,0.2211278917335007,0.8466819221967963,0.0608858389526803,1,1.0,0.0666666666666666,5.0,5.0,0.0
low,123,sensor_508_multivar_labeled,spike,0.7999999999999999,z_w21_t3,2,1934,1,4,0.9974240082431736,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.000516795865633,0.6666666666666666,0.999483204134367,0.6664082687338502,0.4703092214779791,0.3999483204134366,0.9097329888027564,0.2155697382645521,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333
low,123,sensor_508_multivar_labeled,drift,0.4999999999999999,ewma_s24_w48_t2.5,0,1830,60,51,0.9428129829984544,0.0,0.0,0.0,0.0317460317460317,1.0,0.9682539682539684,0.4841269841269841,-0.0293383316301893,-0.0031746031746031,0.4527959331880901,0.0252517992191853,1,0.0,0.0,,,0.0
low,123,sensor_508_multivar_labeled,flat,0.4249999999999999,flat_std_w18,0,1910,31,0,0.9840288511076764,0.0,0.0,0.0,0.0159711488923235,0.0,0.9840288511076764,0.4920144255538382,0.0,-0.0015971148892323,,,0,,,,,
low,123,sensor_508_multivar_labeled,dropout,0.3999999999999999,dropout_w12,0,1905,36,0,0.98145285935085,0.0,0.0,0.0,0.0185471406491499,0.0,0.98145285935085,0.490726429675425,0.0,-0.0018547140649149,,,0,,,,,
low,123,sensor_509_multivar_labeled,spike,0.7999999999999999,z_w21_t3,24,12814,1,6,0.9994550408719346,0.96,0.8,0.8727272727272728,7.803355442840422e-05,0.2,0.9999219664455716,0.8999609832227858,0.8760997142633445,0.77671946937183,0.9782702562101704,0.8301657935824087,30,0.8,0.96,0.0,0.0,0.8
low,123,sensor_509_multivar_labeled,drift,0.25,mean_shift_12_72,80,11253,908,604,0.8822888283378747,0.0809716599190283,0.1169590643274853,0.0956937799043062,0.074664912424965,0.8830409356725146,0.9253350875750348,0.5211470759512602,0.0356391332705131,0.0828291780005411,0.5210491572378579,0.0571325475638739,2,1.0,0.0632603406326034,50.5,50.5,1.0
low,123,sensor_509_multivar_labeled,flat,0.775,flat_std_w18,19,11955,548,323,0.932191514207863,0.0335097001763668,0.0555555555555555,0.0418041804180418,0.0438294809245781,0.9444444444444444,0.956170519075422,0.5058630373154888,0.0091900416275585,0.0361220547887826,0.901069357389314,0.2145672873636201,2,1.0,0.0425531914893617,69.0,69.0,0.0
low,123,sensor_509_multivar_labeled,dropout,0.75,dropout_w24,111,12158,559,17,0.9551576488906188,0.1656716417910447,0.8671875,0.2781954887218044,0.043956908075804,0.1328125,0.956043091924196,0.911615295962098,0.367745134093449,0.4057992753858883,0.9252179046748448,0.1498195852225012,1,1.0,0.0172413793103448,9.0,9.0,1.0
low,123,sensor_510_multivar_labeled,spike,0.85,z_w21_t3,29,9583,2,2,0.9995840266222962,0.935483870967742,0.935483870967742,0.935483870967742,0.0002086593635889,0.064516129032258,0.9997913406364112,0.9676376058020764,0.935275211604153,0.841914617934609,0.9998973530550086,0.940742567641631,31,0.935483870967742,0.935483870967742,0.0,0.0,0.935483870967742
low,123,sensor_510_multivar_labeled,drift,0.75,ewma_s24_w48_t2.5,0,9061,0,555,0.942283693843594,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5062735950827773,0.0578715373156243,2,0.0,0.0,,,0.0
low,123,sensor_510_multivar_labeled,flat,0.775,flat_std_w18,0,9059,557,0,0.942075707154742,0.0,0.0,0.0,0.0579242928452579,0.0,0.942075707154742,0.471037853577371,0.0,-0.0057924292845257,,,0,,,,,
low,123,sensor_510_multivar_labeled,dropout,0.85,dropout_w24,76,9124,396,20,0.956738768718802,0.1610169491525423,0.7916666666666666,0.2676056338028169,0.0415966386554621,0.2083333333333333,0.958403361344538,0.8750350140056022,0.3451570866235994,0.3779154137186027,0.917573201155462,0.1406592636895462,1,1.0,0.0357142857142857,9.0,9.0,1.0
low,123,sensor_511_multivar_labeled,spike,0.9,z_w21_t3,5,4046,0,10,0.997537552327013,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,1.0,0.6666666666666666,0.5766381062576671,0.475,0.946251441753172,0.7125062980109584,15,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333
low,123,sensor_511_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,0,3670,364,27,0.9037182959862105,0.0,0.0,0.0,0.090233019335647,1.0,0.909766980664353,0.4548834903321765,-0.0256708294674267,-0.0090233019335647,0.4136093207734259,0.0066486087170647,1,0.0,0.0,,,0.0
low,123,sensor_511_multivar_labeled,flat,0.7999999999999999,flat_std_w18,0,3893,168,0,0.9586308790938192,0.0,0.0,0.0,0.0413691209061807,0.0,0.9586308790938192,0.4793154395469096,0.0,-0.004136912090618,,,0,,,,,
low,123,sensor_511_multivar_labeled,dropout,0.825,dropout_w24,40,3907,74,40,0.9719280965279488,0.3508771929824561,0.5,0.4123711340206185,0.0185882943983923,0.5,0.9814117056016076,0.7407058528008038,0.4050155889542605,0.3863397598168075,0.8958710123084652,0.2596633212225669,2,1.0,0.25,9.5,9.5,0.0
low,321,sensor_501_multivar_labeled,spike,0.75,z_w21_t3,2,1740,1,2,0.9982808022922636,0.6666666666666666,0.5,0.5714285714285715,0.0005743825387708,0.5,0.9994256174612292,0.7497128087306146,0.5765214811954406,0.5070854188889801,0.8099511774842044,0.3368360867359121,4,0.5,0.6666666666666666,0.0,0.0,0.5
low,321,sensor_501_multivar_labeled,drift,0.525,ewma_s24_w48_t2.5,2,1606,47,90,0.9214899713467049,0.0408163265306122,0.0217391304347826,0.0283687943262411,0.02843315184513,0.9782608695652174,0.97156684815487,0.4966529892948262,-0.0090553757005675,0.0225668303723221,0.4828638312422736,0.0534000033326203,2,0.5,0.0344827586206896,20.0,20.0,0.0
low,321,sensor_501_multivar_labeled,flat,0.3249999999999999,flat_std_w18,0,1654,68,23,0.9478510028653296,0.0,0.0,0.0,0.0394889663182346,1.0,0.9605110336817654,0.4802555168408827,-0.0232720836615108,-0.0039488966318234,0.4564459930313589,0.0131805157593123,1,0.0,0.0,,,0.0
low,321,sensor_501_multivar_labeled,dropout,0.475,flat_std_w18,5,1690,38,12,0.97134670487106,0.1162790697674418,0.2941176470588235,0.1666666666666666,0.0219907407407407,0.7058823529411765,0.9780092592592592,0.6360634531590414,0.1724065687203417,0.1784780805086892,0.9680351307189542,0.138672155957819,1,1.0,0.2857142857142857,2.0,2.0,1.0
low,321,sensor_502_multivar_labeled,spike,0.825,z_w21_t3,2,1941,0,4,0.9979455572675912,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,1.0,0.6666666666666666,0.5767562872739453,0.475,0.8985917911729349,0.4385463962600477,6,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333
low,321,sensor_502_multivar_labeled,drift,0.25,slope_w36_t2.2,7,1782,101,57,0.9188495120698512,0.0648148148148148,0.109375,0.0813953488372093,0.0536378120021242,0.890625,0.9463621879978756,0.5278685939989378,0.0434167648062864,0.0737988479987539,0.4933326141795007,0.0404147233580533,3,0.3333333333333333,0.0555555555555555,14.0,14.0,0.0
low,321,sensor_502_multivar_labeled,flat,0.675,flat_std_w36,0,1832,90,25,0.940934771443246,0.0,0.0,0.0,0.0468262226847034,1.0,0.9531737773152964,0.4765868886576482,-0.0251077973964466,-0.0046826222684703,0.4201352757544224,0.0128402670775552,1,0.0,0.0,,,0.0
low,321,sensor_502_multivar_labeled,dropout,0.3749999999999999,low_range_w24,0,1786,161,0,0.9173086800205444,0.0,0.0,0.0,0.0826913199794555,0.0,0.9173086800205444,0.4586543400102722,0.0,-0.0082691319979455,,,0,,,,,
low,321,sensor_505_multivar_labeled,spike,0.775,z_w21_t3,1,1978,0,2,0.9989904088844018,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,1.0,0.6666666666666666,0.5770586044732658,0.475,0.779406808223795,0.3568266346382588,3,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333
low,321,sensor_505_multivar_labeled,drift,0.25,ewma_s24_w48_t2.5,0,1847,121,13,0.9323573952549218,0.0,0.0,0.0,0.0614837398373983,1.0,0.9385162601626016,0.4692581300813008,-0.0207298109827288,-0.0061483739837398,0.4280995934959349,0.0065623422513881,1,0.0,0.0,,,0.0
low,321,sensor_505_multivar_labeled,flat,0.35,flat_std_w18,0,1883,98,0,0.950530035335689,0.0,0.0,0.0,0.0494699646643109,0.0,0.950530035335689,0.4752650176678445,0.0,-0.004946996466431,,,0,,,,,
low,321,sensor_505_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1957,5,19,0.9878849066128218,0.0,0.0,0.0,0.0025484199796126,1.0,0.9974515800203874,0.4987257900101937,-0.0049501553779155,-0.0002548419979612,0.8298460217822845,0.0887892318223109,1,0.0,0.0,,,0.0
low,321,sensor_506_multivar_labeled,spike,0.775,z_w21_t3,11,5710,4,4,0.998603595740967,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.00070003500175,0.2666666666666666,0.99929996499825,0.8663166491657917,0.7326332983315832,0.6599299964998249,0.991109555477774,0.6069431606865985,15,0.7333333333333333,0.7333333333333333,0.0,0.0,0.7333333333333333
low,321,sensor_506_multivar_labeled,drift,0.75,mean_shift_12_72,0,5704,25,0,0.995636236690522,0.0,0.0,0.0,0.004363763309478,0.0,0.995636236690522,0.4978181183452609,0.0,-0.0004363763309478,,,0,,,,,
low,321,sensor_506_multivar_labeled,flat,0.5499999999999999,flat_std_w18,56,5399,254,20,0.95217315412812,0.1806451612903225,0.7368421052631579,0.2901554404145077,0.0449318945692552,0.2631578947368421,0.9550681054307448,0.8459551053469513,0.3499093971983859,0.3742261645020987,0.8639718547208283,0.211484063546515,1,1.0,0.048780487804878,7.0,7.0,1.0
low,321,sensor_506_multivar_labeled,dropout,0.575,dropout_w12,39,5545,127,18,0.974690172805027,0.2349397590361445,0.6842105263157895,0.3497757847533632,0.0223906911142454,0.3157894736842105,0.9776093088857546,0.830909917600772,0.3915946448221544,0.3956641557777475,0.8803525474476035,0.2459400739987113,1,1.0,0.0526315789473684,10.0,10.0,1.0
low,321,sensor_507_multivar_labeled,spike,0.775,z_w21_t3,5,1988,1,3,0.9979969954932398,0.8333333333333334,0.625,0.7142857142857143,0.0005027652086475,0.375,0.9994972347913524,0.8122486173956762,0.7207450187568103,0.6338782949077066,0.9601244343891404,0.5130424063116371,8,0.625,0.8333333333333334,0.0,0.0,0.625
low,321,sensor_507_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,0,1850,147,0,0.9263895843765648,0.0,0.0,0.0,0.0736104156234351,0.0,0.9263895843765648,0.4631947921882824,0.0,-0.0073610415623435,,,0,,,,,
low,321,sensor_507_multivar_labeled,flat,0.175,flat_std_w18,0,1800,197,0,0.901352028042063,0.0,0.0,0.0,0.0986479719579369,0.0,0.901352028042063,0.4506760140210315,0.0,-0.0098647971957936,,,0,,,,,
low,321,sensor_507_multivar_labeled,dropout,0.2249999999999999,dropout_w12,10,1864,114,9,0.9384076114171256,0.0806451612903225,0.5263157894736842,0.1398601398601398,0.057633973710819,0.4736842105263157,0.942366026289181,0.7343409078814326,0.1885334073768313,0.2271651766016346,0.7223936991112767,0.0493934128622409,1,1.0,0.0625,5.0,5.0,0.0
low,321,sensor_508_multivar_labeled,spike,0.775,z_w21_t3,4,1934,2,1,0.9984544049459042,0.6666666666666666,0.8,0.7272727272727272,0.0010330578512396,0.2,0.9989669421487604,0.8994834710743802,0.7295421340037144,0.6671694214876032,0.9976239669421488,0.6089743589743589,5,0.8,0.6666666666666666,0.0,0.0,0.8
low,321,sensor_508_multivar_labeled,drift,0.25,mean_shift_12_72,0,1709,232,0,0.880473982483256,0.0,0.0,0.0,0.1195260175167439,0.0,0.880473982483256,0.440236991241628,0.0,-0.0119526017516743,,,0,,,,,
low,321,sensor_508_multivar_labeled,flat,0.7999999999999999,flat_std_w18,0,1874,17,50,0.9654817104585264,0.0,0.0,0.0,0.0089899524061343,1.0,0.9910100475938656,0.4955050237969328,-0.0152848494196389,-0.0008989952406134,0.5604970914859863,0.0488130622597392,2,0.0,0.0,,,0.0
low,321,sensor_508_multivar_labeled,dropout,0.2249999999999999,dropout_w12,19,1830,92,0,0.9526017516743946,0.1711711711711711,1.0,0.2923076923076923,0.0478668054110301,0.0,0.9521331945889698,0.9760665972944848,0.4037050334448935,0.4524274566730342,0.999945232488088,0.9899749373433584,1,1.0,0.05,0.0,0.0,1.0
low,321,sensor_509_multivar_labeled,spike,0.775,z_w21_t3,32,12807,0,6,0.999532892175944,1.0,0.8421052631578947,0.9142857142857144,0.0,0.1578947368421052,1.0,0.9210526315789472,0.9174480512888122,0.8140601503759398,0.9658102271372973,0.8635371393615008,38,0.8421052631578947,1.0,0.0,0.0,0.8421052631578947
low,321,sensor_509_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,0,12232,613,0,0.9522771506422733,0.0,0.0,0.0,0.0477228493577267,0.0,0.9522771506422733,0.4761385753211366,0.0,-0.0047722849357726,,,0,,,,,
low,321,sensor_509_multivar_labeled,flat,0.6,flat_std_w18,0,11810,1035,0,0.9194239003503308,0.0,0.0,0.0,0.0805760996496691,0.0,0.9194239003503308,0.4597119501751654,0.0,-0.0080576099649669,,,0,,,,,
low,321,sensor_509_multivar_labeled,dropout,0.75,dropout_w24,112,12238,479,16,0.9614636045153756,0.1895093062605753,0.875,0.3115438108484005,0.0376661162223794,0.125,0.9623338837776204,0.9186669418888104,0.3969751375556989,0.4273544991986286,0.9572060283478808,0.1786219608928723,1,1.0,0.0169491525423728,8.0,8.0,1.0
low,321,sensor_510_multivar_labeled,spike,0.85,z_w21_t3,14,9594,0,8,0.9991680532445923,1.0,0.6363636363636364,0.7777777777777778,0.0,0.3636363636363636,1.0,0.8181818181818181,0.7973916501883623,0.6909090909090909,0.9779549718574108,0.6946929417054863,22,0.6363636363636364,1.0,0.0,0.0,0.6363636363636364
low,321,sensor_510_multivar_labeled,drift,0.25,ewma_s24_w48_t2.5,7,9020,340,249,0.9387479201331116,0.0201729106628242,0.02734375,0.0232172470978441,0.0363247863247863,0.97265625,0.9636752136752136,0.4955094818376068,-0.0077518111076309,0.0180443441609748,0.5084983890892094,0.0270736294604156,1,1.0,0.0290456431535269,8.0,8.0,1.0
low,321,sensor_510_multivar_labeled,flat,0.775,flat_std_w36,14,8896,464,242,0.9265806988352744,0.0292887029288702,0.0546875,0.0381471389645776,0.0495726495726495,0.9453125,0.9504273504273504,0.5025574252136752,0.0037883606777855,0.0330085030161255,0.6435302734374999,0.0747759212036979,2,0.5,0.0303030303030303,38.0,38.0,0.0
low,321,sensor_510_multivar_labeled,dropout,0.725,dropout_w24,164,9076,348,28,0.9608985024958404,0.3203125,0.8541666666666666,0.4659090909090909,0.0369269949066213,0.1458333333333333,0.9630730050933786,0.9086198358800226,0.5091744333536997,0.5102632664184288,0.9421462710455576,0.2992502591500947,2,1.0,0.0666666666666666,6.0,6.0,1.0
low,321,sensor_511_multivar_labeled,spike,0.875,z_w21_t3,6,4050,0,5,0.9987687761635066,1.0,0.5454545454545454,0.7058823529411764,0.0,0.4545454545454545,1.0,0.7727272727272727,0.7380934731556007,0.631283422459893,0.9926038159371492,0.807487556319592,11,0.5454545454545454,1.0,0.0,0.0,0.5454545454545454
low,321,sensor_511_multivar_labeled,drift,0.25,slope_w36_t2.2,15,3418,535,93,0.8453582861364196,0.0272727272727272,0.1388888888888889,0.0455927051671732,0.1353402479129775,0.8611111111111112,0.8646597520870225,0.5017743204879557,0.0016685552371213,0.0527402682915059,0.489378671613683,0.0306442359161792,1,1.0,0.0198675496688741,25.0,25.0,0.0
low,321,sensor_511_multivar_labeled,flat,0.4999999999999999,dropout_w12,59,3662,291,49,0.9162767791184436,0.1685714285714285,0.5462962962962963,0.2576419213973799,0.0736149759676195,0.4537037037037037,0.9263850240323804,0.7363406601643383,0.270996839239183,0.2977519702066621,0.8140020237794081,0.1486136794724084,2,1.0,0.05,7.5,7.5,1.0
low,321,sensor_511_multivar_labeled,dropout,0.7999999999999999,dropout_w24,48,3920,61,32,0.9770992366412212,0.4403669724770642,0.6,0.5079365079365079,0.0153227832202964,0.4,0.9846772167797035,0.7923386083898518,0.5027308498129444,0.4730941961209586,0.9029373901029892,0.3204982722079377,2,1.0,0.25,8.0,8.0,0.5
low,42,sensor_501_multivar_labeled,spike,0.775,z_w21_t3,1,1741,1,2,0.9982808022922636,0.5,0.3333333333333333,0.4,0.0005740528128587,0.6666666666666666,0.9994259471871412,0.6663796402602372,0.407428296323638,0.3549425947187141,0.7453119020283199,0.169813735143248,3,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333
low,42,sensor_501_multivar_labeled,drift,0.525,ewma_s24_w48_t2.5,3,1609,44,89,0.92378223495702,0.0638297872340425,0.0326086956521739,0.0431654676258992,0.0266182698124621,0.967391304347826,0.9733817301875378,0.5029952129198558,0.0082693288793587,0.036119710231167,0.4894855203976959,0.0565242372303867,2,1.0,0.0666666666666666,34.5,34.5,0.0
low,42,sensor_501_multivar_labeled,flat,0.4499999999999999,flat_std_w18,0,1678,44,23,0.9616045845272206,0.0,0.0,0.0,0.0255516840882694,1.0,0.9744483159117304,0.4872241579558652,-0.0185875232981038,-0.0025551684088269,0.7515906680805938,0.0513485434495727,1,0.0,0.0,,,0.0
low,42,sensor_501_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1715,13,17,0.982808022922636,0.0,0.0,0.0,0.0075231481481481,1.0,0.992476851851852,0.4962384259259259,-0.0085931090644809,-0.0007523148148148,0.8255038126361657,0.1488753583081454,1,0.0,0.0,,,0.0
low,42,sensor_502_multivar_labeled,spike,0.725,z_w21_t3,5,1940,0,2,0.9989727786337956,1.0,0.7142857142857143,0.8333333333333333,0.0,0.2857142857142857,1.0,0.8571428571428572,0.844718944756435,0.7392857142857143,0.9973858615611192,0.8599905078310394,7,0.7142857142857143,1.0,0.0,0.0,0.7142857142857143
low,42,sensor_502_multivar_labeled,drift,0.775,mean_shift_12_72,0,1896,0,51,0.9738058551617874,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5367698767270621,0.0323922078510652,1,0.0,0.0,,,0.0
low,42,sensor_502_multivar_labeled,flat,0.2249999999999999,flat_std_w18,0,1753,194,0,0.9003595274781715,0.0,0.0,0.0,0.0996404725218284,0.0,0.9003595274781715,0.4501797637390857,0.0,-0.0099640472521828,,,0,,,,,
low,42,sensor_502_multivar_labeled,dropout,0.3999999999999999,dropout_w12,0,1760,187,0,0.903954802259887,0.0,0.0,0.0,0.096045197740113,0.0,0.903954802259887,0.4519774011299435,0.0,-0.0096045197740113,,,0,,,,,
