scenario,seed,sensor,expert,threshold,best_action,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward,roc_auc,pr_auc,n_events,event_detection_rate,event_precision,mean_detection_delay,median_detection_delay,early_detection_rate
medium,777,sensor_511_multivar_labeled,spike,0.85,z_w21_t3,19,4037,1,4,0.9987687761635066,0.95,0.8260869565217391,0.8837209302325583,0.0002476473501733,0.1739130434782608,0.9997523526498266,0.912919654585783,0.8852851988892099,0.7879757408261556,0.9344380558606284,0.8276892776511643,23,0.8260869565217391,0.95,0.0,0.0,0.8260869565217391
medium,777,sensor_511_multivar_labeled,drift,0.75,mean_shift_12_72,0,3823,22,216,0.9413937453829108,0.0,0.0,0.0,0.0057217165149544,1.0,0.9942782834850457,0.4971391417425227,-0.0174925497332403,-0.0005721716514954,0.4275297404036026,0.0516604858101945,1,0.0,0.0,,,0.0
medium,777,sensor_511_multivar_labeled,flat,0.7999999999999999,flat_std_w18,78,3731,222,30,0.9379463186407287,0.26,0.7222222222222222,0.3823529411764706,0.0561598785732355,0.2777777777777778,0.9438401214267644,0.8330311718244934,0.4097112338560748,0.4221095023387549,0.8977066175712773,0.2285899388477723,1,1.0,0.2142857142857142,13.0,13.0,1.0
medium,777,sensor_511_multivar_labeled,dropout,0.775,dropout_w24,128,3830,69,34,0.9746367889682344,0.649746192893401,0.7901234567901234,0.713091922005571,0.0176968453449602,0.2098765432098765,0.9823031546550396,0.8862133057225816,0.7036224382338181,0.6536206463390581,0.9357369252641546,0.5600985327160382,2,1.0,0.25,9.0,9.0,1.0
medium,999,sensor_501_multivar_labeled,spike,0.775,z_w21_t3,4,1734,1,6,0.9959885386819484,0.8,0.4,0.5333333333333333,0.0005763688760806,0.6,0.9994236311239192,0.6997118155619597,0.564058137103961,0.4799423631123919,0.8528818443804035,0.426855748985363,10,0.4,0.8,0.0,0.0,0.4
medium,999,sensor_501_multivar_labeled,drift,0.25,ewma_s24_w48_t2.5,17,1479,150,99,0.8573065902578797,0.1017964071856287,0.146551724137931,0.1201413427561837,0.0920810313075506,0.853448275862069,0.9079189686924494,0.5272353464151902,0.0461254590098023,0.1040904794287512,0.5238987320336148,0.0743945000889842,2,1.0,0.0895522388059701,3.5,3.5,1.0
medium,999,sensor_501_multivar_labeled,flat,0.2749999999999999,low_range_w24,31,1581,118,15,0.92378223495702,0.2080536912751678,0.6739130434782609,0.3179487179487179,0.0694526191877575,0.3260869565217391,0.9305473808122424,0.8022302121452517,0.3465244630298222,0.3695136278929007,0.8169831358599688,0.3094870179819168,1,1.0,0.1,7.0,7.0,1.0
medium,999,sensor_501_multivar_labeled,dropout,0.475,flat_std_w18,21,1647,64,13,0.9558739255014328,0.2470588235294117,0.6176470588235294,0.3529411764705882,0.0374050263004091,0.3823529411764705,0.9625949736995908,0.7901210162615602,0.3725719391035185,0.3774359679581944,0.8877247567641902,0.3778230487736703,1,1.0,0.1428571428571428,5.0,5.0,1.0
medium,999,sensor_502_multivar_labeled,spike,0.825,z_w21_t3,9,1934,0,4,0.9979455572675912,1.0,0.6923076923076923,0.8181818181818181,0.0,0.3076923076923077,1.0,0.8461538461538461,0.8311911817759272,0.7258741258741258,0.988863256701933,0.7952135180995475,13,0.6923076923076923,1.0,0.0,0.0,0.6923076923076923
medium,999,sensor_502_multivar_labeled,drift,0.25,slope_w36_t2.2,0,1765,182,0,0.906522855675398,0.0,0.0,0.0,0.0934771443246019,0.0,0.906522855675398,0.453261427837699,0.0,-0.0093477144324601,,,0,,,,,
medium,999,sensor_502_multivar_labeled,flat,0.4249999999999999,flat_std_w18,0,1755,192,0,0.901386748844376,0.0,0.0,0.0,0.098613251155624,0.0,0.901386748844376,0.450693374422188,0.0,-0.0098613251155624,,,0,,,,,
medium,999,sensor_502_multivar_labeled,dropout,0.825,dropout_w24,21,1794,115,17,0.9322033898305084,0.1544117647058823,0.5526315789473685,0.2413793103448276,0.0602409638554216,0.4473684210526316,0.9397590361445785,0.7461953075459734,0.2672242395760459,0.2915478316597231,0.8243017837942157,0.1085520367750869,1,1.0,0.125,9.0,9.0,0.0
medium,999,sensor_505_multivar_labeled,spike,0.825,z_w21_t3,9,1965,0,7,0.9964664310954064,1.0,0.5625,0.72,0.0,0.4375,1.0,0.78125,0.7486676807142436,0.64275,0.9642334605597964,0.6247216410795441,16,0.5625,1.0,0.0,0.0,0.5625
medium,999,sensor_505_multivar_labeled,drift,0.2249999999999999,ewma_s48_w96_t2.2,22,1617,259,83,0.8273599192327108,0.0782918149466192,0.2095238095238095,0.1139896373056994,0.1380597014925373,0.7904761904761904,0.8619402985074627,0.5357320540156361,0.0458903556421087,0.1120902817374467,0.5321403188140927,0.0562303270652325,1,1.0,0.0842105263157894,21.0,21.0,1.0
medium,999,sensor_505_multivar_labeled,flat,0.725,flat_std_w18,19,1910,19,33,0.9737506309944473,0.5,0.3653846153846153,0.4222222222222221,0.0098496630378434,0.6346153846153846,0.9901503369621566,0.677767476173386,0.4144020444450901,0.3736304183116002,0.843701399688958,0.30322404867036,1,1.0,0.25,16.0,16.0,0.0
medium,999,sensor_505_multivar_labeled,dropout,0.75,dropout_w24,21,1905,37,18,0.97223624432105,0.3620689655172414,0.5384615384615384,0.4329896907216495,0.0190525231719876,0.4615384615384615,0.9809474768280124,0.7597045076447754,0.4280187168671391,0.4087889148735912,0.8372217380971243,0.2375825255509845,1,1.0,0.3333333333333333,10.0,10.0,0.0
medium,999,sensor_506_multivar_labeled,spike,0.85,z_w21_t3,23,5696,4,6,0.9982544946762087,0.8518518518518519,0.7931034482758621,0.8214285714285715,0.0007017543859649,0.2068965517241379,0.9992982456140352,0.8962008469449486,0.8210816255835575,0.7352814939647971,0.9589201451905628,0.7081153870974157,29,0.7931034482758621,0.8518518518518519,0.0,0.0,0.7931034482758621
medium,999,sensor_506_multivar_labeled,drift,0.25,slope_w36_t2.2,2,5288,365,74,0.9233723162855648,0.0054495912806539,0.0263157894736842,0.0090293453724604,0.0645674862904652,0.9736842105263158,0.9354325137095348,0.4808741515916094,-0.0178731276379648,0.006318632322764,0.4789841444226167,0.0127899808065355,1,1.0,0.0054644808743169,34.0,34.0,0.0
medium,999,sensor_506_multivar_labeled,flat,0.75,flat_std_w36,8,5471,106,144,0.956362366905219,0.0701754385964912,0.0526315789473684,0.0601503759398496,0.0190066343912497,0.9473684210526316,0.9809933656087504,0.5168124722780594,0.0386951368700272,0.0514827952074915,0.9410348423506316,0.4070397140396766,1,1.0,0.25,10.0,10.0,1.0
medium,999,sensor_506_multivar_labeled,dropout,0.75,dropout_w24,64,5553,62,50,0.9804503403735382,0.5079365079365079,0.5614035087719298,0.5333333333333333,0.0110418521816562,0.4385964912280701,0.9889581478183436,0.7751808282951367,0.5240586471458742,0.4835073436038895,0.8240224336442172,0.3344050219980934,1,1.0,0.125,9.0,9.0,1.0
medium,999,sensor_507_multivar_labeled,spike,0.775,z_w21_t3,3,1986,1,7,0.9959939909864796,0.75,0.3,0.4285714285714285,0.0005032712632108,0.7,0.9994967287367892,0.6497483643683946,0.4728325562829433,0.3953068157308217,0.8771766482133869,0.2499773214158226,10,0.3,0.75,0.0,0.0,0.3
medium,999,sensor_507_multivar_labeled,drift,0.2249999999999999,mean_shift_12_72,6,1708,263,20,0.8582874311467201,0.0223048327137546,0.2307692307692307,0.0406779661016949,0.1334348046676813,0.7692307692307693,0.8665651953323186,0.5486672130507747,0.0323182956516514,0.077538098416827,0.543369238574718,0.0244833245566525,1,1.0,0.0238095238095238,16.0,16.0,0.0
medium,999,sensor_507_multivar_labeled,flat,0.5499999999999999,flat_std_w18,42,1877,67,11,0.9609414121181772,0.3853211009174312,0.7924528301886793,0.5185185185185185,0.0344650205761316,0.2075471698113207,0.9655349794238683,0.8789939048062738,0.5363324106811747,0.5254208454699386,0.8961584750368817,0.3718930794951928,1,1.0,0.1666666666666666,0.0,0.0,1.0
medium,999,sensor_507_multivar_labeled,dropout,0.7999999999999999,dropout_w24,16,1919,39,23,0.9689534301452178,0.2909090909090909,0.4102564102564102,0.3404255319148936,0.0199182839632277,0.5897435897435898,0.9800817160367722,0.6951690631465912,0.330045383765931,0.317912947678666,0.8330386841622798,0.1977950515954242,1,1.0,0.2,12.0,12.0,0.0
medium,999,sensor_508_multivar_labeled,spike,0.85,z_w21_t3,12,1926,1,2,0.9984544049459042,0.9230769230769232,0.8571428571428571,0.888888888888889,0.0005189413596263,0.1428571428571428,0.9994810586403736,0.9283119578916154,0.8887300796050328,0.795552501468433,0.9908258581066054,0.8086914310171628,13,0.8461538461538461,0.9166666666666666,0.0,0.0,0.8461538461538461
medium,999,sensor_508_multivar_labeled,drift,0.75,slope_w36_t2.2,0,1812,1,128,0.9335394126738794,0.0,0.0,0.0,0.0005515719801434,1.0,0.9994484280198566,0.4997242140099283,-0.0060326095573406,-5.515719801434088e-05,0.5499732832322117,0.0858725453827597,2,0.0,0.0,,,0.0
medium,999,sensor_508_multivar_labeled,flat,0.775,flat_std_w18,0,1933,8,0,0.9958784131890778,0.0,0.0,0.0,0.0041215868109222,0.0,0.9958784131890778,0.4979392065945389,0.0,-0.0004121586810922,,,0,,,,,
medium,999,sensor_508_multivar_labeled,dropout,0.75,dropout_w12,0,1936,5,0,0.9974240082431736,0.0,0.0,0.0,0.0025759917568263,0.0,0.9974240082431736,0.4987120041215868,0.0,-0.0002575991756826,,,0,,,,,
medium,999,sensor_509_multivar_labeled,spike,0.775,z_w21_t3,66,12764,0,15,0.99883223043986,1.0,0.8148148148148148,0.8979591836734693,0.0,0.1851851851851851,1.0,0.9074074074074074,0.9021410003765028,0.7985260770975057,0.9725684893082782,0.8825332510140298,81,0.8148148148148148,1.0,0.0,0.0,0.8148148148148148
medium,999,sensor_509_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,0,12062,783,0,0.9390424289606852,0.0,0.0,0.0,0.0609575710393149,0.0,0.9390424289606852,0.4695212144803425,0.0,-0.0060957571039314,,,0,,,,,
medium,999,sensor_509_multivar_labeled,flat,0.775,flat_std_w36,313,12003,500,29,0.958816660179058,0.3849938499384994,0.9152046783625732,0.541991341991342,0.0399904023034471,0.0847953216374269,0.9600095976965528,0.937607138029563,0.5786558889038097,0.5722075446653061,0.9410741422058708,0.3419889400024087,1,1.0,0.0185185185185185,12.0,12.0,1.0
medium,999,sensor_509_multivar_labeled,dropout,0.9,dropout_w24,0,12395,450,0,0.964966913195796,0.0,0.0,0.0,0.0350330868042039,0.0,0.964966913195796,0.482483456597898,0.0,-0.0035033086804203,,,0,,,,,
medium,999,sensor_510_multivar_labeled,spike,0.85,z_w21_t3,51,9549,1,15,0.9983361064891848,0.9807692307692308,0.7727272727272727,0.864406779661017,0.0001047120418848,0.2272727272727272,0.9998952879581152,0.886311280342694,0.8698003607963739,0.7679061460768356,0.964491511978423,0.8238593332852564,65,0.7846153846153846,0.9807692307692308,0.0,0.0,0.7846153846153846
medium,999,sensor_510_multivar_labeled,drift,0.25,slope_w36_t2.2,37,8544,560,475,0.8923668885191348,0.0619765494137353,0.072265625,0.0667267808836789,0.0615114235500878,0.927734375,0.938488576449912,0.5053771007249561,0.0100060556397797,0.054852078954707,0.5087151552545585,0.0541576593213962,1,1.0,0.0588235294117647,15.0,15.0,1.0
medium,999,sensor_510_multivar_labeled,flat,0.7999999999999999,flat_std_w18,10,8717,643,246,0.9075499168053244,0.0153139356814701,0.0390625,0.022002200220022,0.0686965811965812,0.9609375,0.9313034188034188,0.4851829594017094,-0.0189612115939931,0.0170471723315723,0.4785440037393163,0.026616584061354,1,1.0,0.05,161.0,161.0,0.0
medium,999,sensor_510_multivar_labeled,dropout,0.85,dropout_w24,278,8996,320,22,0.9644342762063228,0.4648829431438127,0.9266666666666666,0.6191536748329621,0.034349506225848,0.0733333333333333,0.965650493774152,0.9461585802204092,0.642375405639041,0.62291664452382,0.9625549234292256,0.4444423190221322,1,1.0,0.04,11.0,11.0,1.0
medium,999,sensor_511_multivar_labeled,spike,0.775,z_w21_t3,18,4033,1,9,0.997537552327013,0.9473684210526316,0.6666666666666666,0.782608695652174,0.0002478929102627,0.3333333333333333,0.9997521070897372,0.833209386878202,0.7936373477604628,0.6942543869103468,0.9583677629042032,0.6889011634763246,26,0.6538461538461539,0.9444444444444444,0.0,0.0,0.6538461538461539
medium,999,sensor_511_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,9,3446,561,45,0.8507756710169909,0.0157894736842105,0.1666666666666666,0.0288461538461538,0.1400049912652857,0.8333333333333334,0.8599950087347142,0.5133308377006904,0.0087918776476047,0.0513486911568722,0.5049334960116094,0.020741476534441,1,1.0,0.018018018018018,9.0,9.0,1.0
medium,999,sensor_511_multivar_labeled,flat,0.7999999999999999,flat_std_w18,0,3836,225,0,0.9445949273577936,0.0,0.0,0.0,0.0554050726422063,0.0,0.9445949273577936,0.4722974636788968,0.0,-0.0055405072642206,,,0,,,,,
medium,999,sensor_511_multivar_labeled,dropout,0.9,dropout_w24,134,3831,68,28,0.9763605023393253,0.6633663366336634,0.8271604938271605,0.7362637362637363,0.017440369325468,0.1728395061728395,0.982559630674532,0.9048600622508464,0.7288799168237068,0.6772277430293322,0.9688785348569908,0.622576107688841,2,1.0,0.2857142857142857,4.5,4.5,1.0
